iter,seed,cv_fold,params,n_trees,opt_n_trees,opt_train,opt_val,opt_test,opt_overfitting,best_n_trees,best_train,best_val,best_test,best_overfitting
0,0,0,"{'alpha': 0, 'gamma': 1, 'learning_rate': 0.05, 'max_depth': 4, 'min_child_weight': 0.01, 'reg_lambda': 10, 'subsample': 1}",16,12,0.432022,0.332124,0.38244,0.09989800000000004,15,0.487612,0.372418,0.43941,0.11519399999999996
0,1,0,"{'alpha': 0, 'gamma': 1, 'learning_rate': 0.05, 'max_depth': 4, 'min_child_weight': 0.01, 'reg_lambda': 10, 'subsample': 1}",16,15,0.445566,0.492693,0.41017,0.03539600000000004,15,0.445566,0.492693,0.41017,0.03539600000000004
0,2,0,"{'alpha': 0, 'gamma': 1, 'learning_rate': 0.05, 'max_depth': 4, 'min_child_weight': 0.01, 'reg_lambda': 10, 'subsample': 1}",16,15,0.45479,0.501279,0.498276,-0.04348599999999997,15,0.45479,0.501279,0.498276,-0.04348599999999997
0,3,0,"{'alpha': 0, 'gamma': 1, 'learning_rate': 0.05, 'max_depth': 4, 'min_child_weight': 0.01, 'reg_lambda': 10, 'subsample': 1}",16,15,0.454277,0.47953,0.494351,-0.025253000000000025,15,0.454277,0.47953,0.494351,-0.025253000000000025
0,4,0,"{'alpha': 0, 'gamma': 1, 'learning_rate': 0.05, 'max_depth': 4, 'min_child_weight': 0.01, 'reg_lambda': 10, 'subsample': 1}",16,15,0.454398,0.527679,0.448277,0.006121000000000043,15,0.454398,0.527679,0.448277,0.006121000000000043
0,5,0,"{'alpha': 0, 'gamma': 1, 'learning_rate': 0.05, 'max_depth': 4, 'min_child_weight': 0.01, 'reg_lambda': 10, 'subsample': 1}",16,15,0.456147,0.525186,0.449167,0.006980000000000042,15,0.456147,0.525186,0.449167,0.006980000000000042
0,6,0,"{'alpha': 0, 'gamma': 1, 'learning_rate': 0.05, 'max_depth': 4, 'min_child_weight': 0.01, 'reg_lambda': 10, 'subsample': 1}",16,15,0.445898,0.469213,0.458057,-0.012158999999999975,15,0.445898,0.469213,0.458057,-0.012158999999999975
0,7,0,"{'alpha': 0, 'gamma': 1, 'learning_rate': 0.05, 'max_depth': 4, 'min_child_weight': 0.01, 'reg_lambda': 10, 'subsample': 1}",16,15,0.434805,0.511383,0.445139,-0.01033400000000001,15,0.434805,0.511383,0.445139,-0.01033400000000001
0,8,0,"{'alpha': 0, 'gamma': 1, 'learning_rate': 0.05, 'max_depth': 4, 'min_child_weight': 0.01, 'reg_lambda': 10, 'subsample': 1}",16,15,0.426688,0.492952,0.424156,0.0025320000000000342,15,0.426688,0.492952,0.424156,0.0025320000000000342
0,9,0,"{'alpha': 0, 'gamma': 1, 'learning_rate': 0.05, 'max_depth': 4, 'min_child_weight': 0.01, 'reg_lambda': 10, 'subsample': 1}",16,15,0.471584,0.463726,0.391457,0.080127,15,0.471584,0.463726,0.391457,0.080127
