Brands,Models,Version,Currency,Price,Urlpic,Year,KM,Fuel_type,Transmission,Location,Color,Cilinders,Upholstery,Engine,Age
SUBARU,XV,premium,USD,15300.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/subaru/xv/pe/RT_PU_14dc3203fd0a41eda0a14f72a0178fc0.webp,2017,26000.0,gasolina,automatica,Lima,plata,4.0,tela,1599.0,7
KIA,SPORTAGE,premium,USD,17500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kia/sportage/pe/RT_PU_5be807fb8aa74357b6187ee953485a77.webp,2017,49000.0,gasolina,automatica,Lima,rojo,4.0,tela,1999.0,7
SSANGYONG,KORANDO,4x2,USD,13500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/ssangyong/korando/pe/RT_PU_0adee41db6a94198b19da01b8000895b.webp,2017,97000.0,gasolina,automatica,Lima,azul,4.0,tela,1998.0,7
KIA,SORENTO,otros,USD,17500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kia/sorento/pe/RT_PU_0e235ee2431d4b4092feb6ed700482ce.webp,2015,65000.0,gasolina,mecanica,Lima,gris,4.0,tela,2359.0,9
VOLKSWAGEN,BORA,otros,PEN,30000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/volkswagen/bora/pe/RT_PU_04e416b6db6b4b218e343e5f369a2054.webp,2012,88400.0,gasolina,mecanica,Provincias,gris,4.0,tela,1984.0,12
MAZDA,BT-50,4x4,USD,13800.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mazda/bt-50/pe/RT_PU_a43f0ecf066b4ad3973eb34589c12b15.webp,2014,312000.0,diesel,mecanica,Provincias,blanco,4.0,tela,2198.0,10
JAC,J4,otros,USD,6590.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/jac/j4/pe/RT_PU_b92f67c0d2d3438dbf9fa34d49365753.webp,2020,230000.0,gasolina,mecanica,Lima,negro,4.0,tela,1499.0,4
HYUNDAI,TUCSON,4x2,USD,15000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/hyundai/tucson/pe/RT_PU_b1e64162a2f545bfb97b728b080920ca.webp,2014,99000.0,gasolina,mecanica,Provincias,gris,4.0,tela,1998.0,10
VOLKSWAGEN,GOL,otros,USD,4500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/volkswagen/gol/pe/RT_PU_f7eb6fee8181455082935caae70f0cf2.webp,2008,113000.0,gasolina,mecanica,Provincias,gris,4.0,tela,1800.0,16
RENAULT,KOLEOS,otros,USD,10800.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/renault/koleos/pe/RT_PU_5800293fb77c454f907c6664d1a1a401.webp,2015,36085.0,gasolina,mecanica,Lima,otro,4.0,tela,2488.0,9
KIA,RIO,otros,USD,9000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kia/rio/pe/RT_PU_69473aa807624c5f8187e364afc3ea70.webp,2012,96000.0,gasolina,automatica,Lima,rojo,4.0,tela,1400.0,12
MITSUBISHI,ASX,otros,USD,11000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mitsubishi/asx/pe/RT_PU_997511bca77645e6af75d8d000d1dfd2.webp,2012,55000.0,gasolina,mecanica,Lima,rojo,4.0,tela,1998.0,12
KIA,RIO,otros,USD,12500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kia/rio/pe/RT_PU_5ddd273b5ddb4f35845748a1c7e2542b.webp,2018,49000.0,gasolina,automatica,Lima,rojo,4.0,tela,1368.0,6
SUBARU,IMPREZA SEDÁN,premium,USD,11000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/subaru/impreza-sedan/pe/RT_PU_555b62959ade4f0c98018102444654ff.webp,2016,90000.0,gasolina,mecanica,Lima,gris,4.0,tela,1995.0,8
MITSUBISHI,LANCER,otros,USD,6000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mitsubishi/lancer/pe/RT_PU_337e230c58a344cf8d085a6b3017d259.webp,2008,135000.0,gasolina,mecanica,Lima,azul,4.0,tela,1590.0,16
MAZDA,CX-9,premium,USD,38000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mazda/cx-9/pe/RT_PU_eaa49570ebb747cb971be05da96ac445.webp,2022,12800.0,gasolina,automatica,Lima,rojo,6.0,cuero,2498.0,2
NISSAN,VERSA,otros,USD,14000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/versa/pe/RT_PU_5e48150289a241cd93ab5cdf796184ba.webp,2021,15400.0,gasolina,mecanica,Lima,gris,4.0,tela,1598.0,3
DODGE,DART,otros,USD,16000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/dodge/dart/pe/RT_PU_1d17ad0515da4573be87a7239506f1a5.webp,2012,48000.0,gasolina,otros,Provincias,blanco,,otros,,12
CHERY,TIGGO 8 PRO,otros,USD,25400.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/chery/tiggo-8-pro/pe/RT_PU_dd0f47a9c5d24a3ebc6eb2fc51595d5a.webp,2022,10000.0,gasolina,otros,Lima,azul,4.0,cuero,1598.0,2
KIA,SORENTO,premium,USD,19500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kia/sorento/pe/RT_PU_0afdc6aab2054c388f57be28806f75a3.webp,2017,135000.0,gasolina,automatica,Lima,plata,4.0,tela,2399.0,7
LAND ROVER,RANGE ROVER SPORT,otros,USD,40000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/land-rover/range-rover-sport/pe/RT_PU_551740c9614d4367a4922fe907929bef.webp,2015,186242.0,diesel,automatica,Lima,blanco,6.0,cuero,2995.0,9
TOYOTA,RAV4,4x2,USD,9000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/rav4/pe/RT_PU_f31cb287340a4990900482b1e12be2aa.webp,2010,181000.0,gasolina,mecanica,Provincias,plata,4.0,tela,2362.0,14
TOYOTA,RAV4,4x2,USD,31500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/rav4/pe/RT_PU_0923df947cd947928ede7123b285f042.webp,2024,13000.0,gasolina,automatica,Lima,gris,4.0,tela,1987.0,0
HONDA,CIVIC,premium,USD,18500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/honda/civic/pe/RT_PU_e78c63686b8344d5a1791a27c761e9a7.webp,2017,40000.0,gasolina,automatica,Lima,blanco,4.0,cuero,1498.0,7
RENAULT,DUSTER OROCH,otros,USD,15500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/renault/duster-oroch/pe/RT_PU_481332472ff446e9be1b14b6c7764266.webp,2022,64000.0,gasolina,mecanica,Provincias,blanco,4.0,tela,1998.0,2
CHEVROLET,ONIX SEDAN,otros,USD,10500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/chevrolet/onix-sedan/pe/RT_PU_57597f24d0a74e62b246defaf205272e.webp,2022,64000.0,gasolina,mecanica,Provincias,plata,3.0,tela,1200.0,2
SUZUKI,GRAND NOMADE,4x2,USD,8500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/suzuki/grand-nomade/pe/RT_PU_b14eb7f06c294990b5ec254484b10868.webp,2008,137000.0,gasolina,mecanica,Lima,otro,4.0,otros,1995.0,16
TOYOTA,HILUX,4x2,USD,23000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/hilux/pe/RT_PU_ba4f0920a47042178824291992266d2a.webp,2023,93000.0,diesel,mecanica,Lima,negro,4.0,otros,2393.0,1
RENAULT,DUSTER,4x2,USD,10000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/renault/duster/pe/RT_PU_dc0da15e61c14e84a7557a86a814e8cb.webp,2016,55000.0,gasolina,mecanica,Lima,negro,4.0,tela,1598.0,8
SUBARU,XV,premium,USD,23000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/subaru/xv/pe/RT_PU_43916f34a16e4eb19fcb516fc8116ac1.webp,2019,56000.0,gasolina,automatica,Lima,negro,4.0,cuero,1999.0,5
CHEVROLET,N400 MOVE,otros,USD,12500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/chevrolet/n400-move/pe/RT_PU_2f2152edc07541c49ac34af54e5321de.webp,2023,30000.0,gasolina,mecanica,Lima,blanco,4.0,tela,1500.0,1
NISSAN,VERSA,otros,USD,16900.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/versa/pe/RT_PU_255c53032a884edcb8b825d1a4f6136d.webp,2023,11200.0,gasolina,automatica,Provincias,gris,4.0,tela,1598.0,1
DONGFENG,S500,premium,USD,13500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/dongfeng/s500/pe/RT_PU_c4fd7dbaaad5499daa5e6bcf9de377d8.webp,2024,40000.0,gasolina,mecanica,Lima,blanco,4.0,cuero,1499.0,0
KYC,X5 CARGO BOX,otros,USD,8500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kyc/x5-cargo-box/pe/RT_PU_9a2376de77414679bef8824928099ac4.webp,2022,27000.0,gasolina,mecanica,Provincias,blanco,4.0,tela,1493.0,2
KIA,SORENTO,4x2,USD,12200.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kia/sorento/pe/RT_PU_f2d67575978546f1ae073c579e98bcd1.webp,2013,83900.0,gasolina,mecanica,Lima,marron,4.0,tela,2399.0,11
HONDA,HR-V,premium,USD,19000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/honda/hr-v/pe/RT_PU_45e17d6abd414cc985e70fc816a06938.webp,2019,31000.0,gasolina,mecanica,Provincias,gris,4.0,tela,1799.0,5
CITROEN,BERLINGO,otros,USD,6800.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/citroen/berlingo/pe/RT_PU_5a1ca8dad5424f2d90d0ae0d920258dd.webp,2017,81115.0,gasolina,mecanica,Lima,blanco,4.0,tela,1598.0,7
MAZDA,BT-50,4x4,USD,17500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mazda/bt-50/pe/RT_PU_4b90dc0cc2424e49b6032d4402ee743c.webp,2019,45800.0,diesel,mecanica,Lima,blanco,4.0,tela,2198.0,5
MITSUBISHI,OUTLANDER,otros,USD,16300.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mitsubishi/outlander/pe/RT_PU_7b53d11e2e1a4d2282be7039d62f6f80.webp,2018,95000.0,gasolina,automatica,Provincias,gris,4.0,tela,1998.0,6
JAC,JS8,premium,USD,17000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/jac/js8/pe/RT_PU_f0c75c12368343508cc44bf63a97024c.webp,2023,11000.0,gasolina,mecanica,Lima,negro,4.0,cuero,1499.0,1
NISSAN,X-TRAIL,otros,PEN,13000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/x-trail/pe/RT_PU_0244008f1a08404fb33d74adea1eaaea.webp,2016,106667.0,gasolina,mecanica,Lima,negro,4.0,cuero,2488.0,8
CHEVROLET,TRAVERSE,otros,USD,27800.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/chevrolet/traverse/pe/RT_PU_6efc57aae9e3463194eba8362d413200.webp,2020,35000.0,gasolina,automatica,Lima,blanco,6.0,tela,3600.0,4
HAVAL,H6,4x2,USD,21000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/haval/h6/pe/RT_PU_82ce51fae44e420084a2ab238e908084.webp,2021,18700.0,gasolina,automatica,Provincias,rojo,4.0,cuero,2000.0,3
MG,ZX PLUS,otros,USD,17000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mg/zx-plus/pe/RT_PU_ab8617037bbd4c67b5f6735c774692ca.webp,2023,11000.0,gasolina,automatica,Lima,negro,4.0,cuero,1498.0,1
MERCEDES BENZ,CLASE CLK (COUPE),otros,USD,11500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mercedes-benz/clase-clk-%28coupe%29/pe/RT_PU_616ba47a4a9841e2aeb8c0cb3dc938e8.webp,2009,93800.0,gasolina,mecanica,Lima,plata,12.0,otros,6700.0,15
TOYOTA,YARIS SEDÁN,otros,USD,13000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/yaris-sedan/pe/RT_PU_a84442d120fe42a4bc54ba36b2fe6802.webp,2022,32000.0,gasolina,mecanica,Provincias,gris,4.0,tela,1329.0,2
MG,ZX PLUS,otros,USD,17000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mg/zx-plus/pe/RT_PU_ab8617037bbd4c67b5f6735c774692ca.webp,2023,11000.0,gasolina,automatica,Lima,negro,4.0,cuero,1498.0,1
MERCEDES BENZ,CLASE CLK (COUPE),otros,USD,11500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mercedes-benz/clase-clk-%28coupe%29/pe/RT_PU_616ba47a4a9841e2aeb8c0cb3dc938e8.webp,2009,93800.0,gasolina,mecanica,Lima,plata,12.0,otros,6700.0,15
SUBARU,IMPREZA,otros,USD,13800.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/subaru/impreza/pe/RT_PU_e981a3c0571d43698fc9c1e498f68c29.webp,2014,67000.0,gasolina,otros,Lima,blanco,,otros,,10
NISSAN,VERSA,otros,USD,11500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/versa/pe/RT_PU_2706db1890844c43a49e02a738811e3b.webp,2023,35000.0,gasolina,mecanica,Lima,azul,4.0,tela,1598.0,1
NISSAN,X-TRAIL,otros,USD,27700.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/x-trail/pe/RT_PU_c926f91e2e544e6ca372d261dcb8f106.webp,2023,20000.0,gasolina,automatica,Lima,gris,4.0,tela,2488.0,1
BAIC,X35,otros,PEN,10900.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/baic/x35/pe/RT_PU_45cfc4769bec416f9b6d82571eba5446.webp,2021,40000.0,gasolina,mecanica,Lima,blanco,4.0,cuero,1499.0,3
NISSAN,MARCH,otros,USD,2700.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/march/pe/RT_PU_fa4403cd551141f4a28ed4d18e1e3ec7.webp,2003,220000.0,gasolina,automatica,Lima,plata,4.0,tela,1598.0,21
NISSAN,PRIMERA,otros,USD,5000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/primera/pe/RT_PU_713edd381b3b4a4cb3176b480c6ac561.webp,2005,210000.0,gasolina,otros,Lima,negro,,otros,,19
CHEVROLET,CRUZE HATCHBACK,otros,USD,9400.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/chevrolet/cruze-hatchback/pe/RT_PU_86e78aadb7b34f29a8715547f83656b8.webp,2013,80000.0,gasolina,automatica,Lima,azul,4.0,cuero,1799.0,11
FORD,RANGER,4x4,USD,30000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/ford/ranger/pe/RT_PU_9990e33b096b44bab7e808ee216323d9.webp,2021,70565.0,diesel,mecanica,Provincias,negro,4.0,tela,3198.0,3
HYUNDAI,I20 ACTIVE,otros,PEN,12000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/hyundai/i20-active/pe/RT_PU_5f5320b7d4b14dbb8aa228d4a53338d8.webp,2012,40000.0,gasolina,mecanica,Lima,plata,4.0,tela,1368.0,12
CHEVROLET,JOY BLACK SEDÁN,otros,USD,11000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/chevrolet/joy-black-sedan/pe/RT_PU_d4019931090f4a90ad8819d40fcd2016.webp,2023,23000.0,gasolina,mecanica,Provincias,negro,4.0,tela_cuero,1389.0,1
NISSAN,X-TRAIL,otros,USD,14100.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/x-trail/pe/RT_PU_2af17a154bf54097a1df2966912ad896.webp,2015,94200.0,gasolina,automatica,Provincias,negro,4.0,tela,2498.0,9
SUZUKI,GRAND NOMADE,premium,USD,12800.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/suzuki/grand-nomade/pe/RT_PU_cc0371b962b44bac8f1210c819445390.webp,2019,114000.0,gasolina,automatica,Lima,negro,4.0,tela,2393.0,5
TOYOTA,COROLLA CROSS,premium,USD,25500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/corolla-cross/pe/RT_PU_18e52db08b184586b85dd1a4a068c391.webp,2023,6700.0,diesel,automatica,Provincias,plata,4.0,cuero,1987.0,1
KIA,CERATO,otros,USD,10950.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kia/cerato/pe/RT_PU_4c4913447c334b8e9382581a18f79da7.webp,2012,77000.0,gasolina,automatica,Lima,plata,4.0,tela,1591.0,12
NISSAN,KICKS,otros,USD,15000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/kicks/pe/RT_PU_388f44697c5242b18162523964d410d5.webp,2021,58500.0,gasolina,automatica,Provincias,gris,4.0,cuero,1598.0,3
RENAULT,LOGAN,otros,USD,8500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/renault/logan/pe/RT_PU_ddbcd396112a468a86d101906142f7a5.webp,2020,68500.0,gasolina,mecanica,Lima,plata,4.0,tela,1598.0,4
RENAULT,DUSTER,otros,USD,11990.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/renault/duster/pe/RT_PU_cb31d92f9ced4b76beb3329be1b5991e.webp,2020,40000.0,gasolina,mecanica,Provincias,negro,4.0,tela,1598.0,4
HYUNDAI,H1 VAN,otros,USD,22000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/hyundai/h1-van/pe/RT_PU_86c822203ca64f27b2740dbd6be4e234.webp,2021,27000.0,diesel,mecanica,Lima,azul,4.0,tela,2476.0,3
MAZDA,CX-3,otros,USD,13500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mazda/cx-3/pe/RT_PU_e78c89a3e0a24fac97558314afae4230.webp,2018,88000.0,gasolina,mecanica,Lima,blanco,4.0,tela,1998.0,6
TOYOTA,FORTUNER,4x4,USD,38000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/fortuner/pe/RT_PU_974622085a2d40b2b3f2012fc8456e75.webp,2018,90000.0,diesel,automatica,Provincias,gris,4.0,tela,2755.0,6
JAC,S3,otros,USD,9500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/jac/s3/pe/RT_PU_b011a0e7faa04def8ed12566415a5829.webp,2020,95000.0,gasolina,automatica,Provincias,gris,4.0,tela,1599.0,4
VOLKSWAGEN,GOL,otros,USD,11500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/volkswagen/gol/pe/RT_PU_03d5f0d3b9714e4d80a1103b0415d352.webp,2018,37000.0,gasolina,mecanica,Lima,azul,4.0,tela,1596.0,6
VOLVO,460 GLT,otros,USD,1600.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/volvo/460-glt/pe/RT_PU_7c593aeb1c544a6888512cce975d90c0.webp,1995,150000.0,gasolina,otros,Lima,otro,,otros,,29
MITSUBISHI,ASX,otros,USD,17600.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mitsubishi/asx/pe/RT_PU_0d3cc13705f740ec8c55090728d96602.webp,2018,51300.0,gasolina,mecanica,Lima,gris,4.0,tela,1998.0,6
KIA,SPORTAGE,premium,USD,16700.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kia/sportage/pe/RT_PU_fed9ce9808eb4f1aab93d9e7ac732f95.webp,2018,78000.0,gasolina,mecanica,Lima,negro,4.0,tela,1999.0,6
BMW,X1,otros,USD,26500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/bmw/x1/pe/RT_PU_ee3ca1f7937649c18c109c4c6accdb9e.webp,2019,45000.0,gasolina,mecanica,Lima,plata,3.0,tela,1499.0,5
TOYOTA,LAND CRUISER PRADO,premium,USD,21000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/land-cruiser-prado/pe/RT_PU_71e1ba82f86b41bebb59f1f37572371d.webp,2012,120000.0,diesel,automatica,Lima,gris,4.0,tela,2694.0,12
NISSAN,VERSA,otros,USD,9500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/versa/pe/RT_PU_c280b94c3ce942d38749ff4371197a86.webp,2015,52000.0,gasolina,automatica,Lima,azul,4.0,tela,1598.0,9
NISSAN,VERSA,otros,USD,15500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/versa/pe/RT_PU_1cc5e2809bfa461cbdfb2255ea16897e.webp,2023,14100.0,gasolina,automatica,Lima,negro,4.0,tela,1598.0,1
TOYOTA,COROLLA,otros,USD,16000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/corolla/pe/RT_PU_7ecf8243cf5b4a68a68d503c43e47fcb.webp,2018,49000.0,gasolina,otros,Lima,negro,4.0,tela,1598.0,6
SUBARU,XV,premium,USD,13700.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/subaru/xv/pe/RT_PU_f13940a8308b43079b1e0d393ad4c0dc.webp,2014,80100.0,gasolina,automatica_secuencial,Lima,plata,4.0,tela,1995.0,10
SUBARU,XV,otros,USD,13200.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/subaru/xv/pe/RT_PU_61509b0f421842888ac0a6969f391939.webp,2012,83500.0,gasolina,mecanica,Lima,gris,4.0,tela,2000.0,12
SUBARU,FORESTER,premium,USD,29600.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/subaru/forester/pe/RT_PU_76d3a93b25ee4607bc979ff56b3e5973.webp,2022,19600.0,gasolina,mecanica,Provincias,azul,4.0,tela,1995.0,2
CHERY,TIGGO 2,otros,USD,10000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/chery/tiggo-2/pe/RT_PU_b7ceef8f52f34febae65167847be336a.webp,2020,30000.0,gasolina,mecanica,Lima,blanco,4.0,tela_cuero,1497.0,4
TOYOTA,RAV4,4x2,USD,20500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/rav4/pe/RT_PU_50986a87ad394770acaa883b2e30f483.webp,2014,4794.0,gasolina,mecanica,Lima,plata,4.0,tela,2494.0,10
VOLKSWAGEN,GOLF,otros,USD,6800.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/volkswagen/golf/pe/RT_PU_3fc49c4fb21745ff8f33172ac51cd225.webp,2006,150.0,gasolina,mecanica,Lima,plata,4.0,cuero,1984.0,18
CHEVROLET,CAPTIVA,otros,USD,14300.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/chevrolet/captiva/pe/RT_PU_fb9024d7d1bb40eb986cb38e6e5519f8.webp,2020,90000.0,gasolina,mecanica,Lima,blanco,4.0,cuero,1498.0,4
CHANGAN,VAN,otros,USD,6500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/changan/van/pe/RT_PU_afb120e2de034fa898b11c161914599c.webp,2014,51200.0,gasolina,mecanica,Lima,plata,4.0,tela,1243.0,10
JAC,REFINE,premium,USD,16500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/jac/refine/pe/RT_PU_87d70fe18bc3458b833c227bc291f485.webp,2021,17000.0,gasolina,mecanica,Lima,plata,4.0,tela,1998.0,3
PEUGEOT,PARTNER,otros,USD,7000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/peugeot/partner/pe/RT_PU_3f6e848ab2ce4a14974db0ca4fe3fa88.webp,2018,100000.0,gasolina,mecanica,Lima,blanco,4.0,tela,1587.0,6
NISSAN,VERSA,otros,USD,13800.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/versa/pe/RT_PU_67686138ee264c43920f928378e26dec.webp,2023,38000.0,gasolina,mecanica,Lima,negro,4.0,tela,1598.0,1
NISSAN,KICKS,otros,USD,17300.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/kicks/pe/RT_PU_f8800c474b3c4029a5c7221c23d752dc.webp,2021,41000.0,gasolina,mecanica,Lima,plata,4.0,tela,1598.0,3
HYUNDAI,TUCSON,4x2,USD,19500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/hyundai/tucson/pe/RT_PU_50a3fe4fa6334d9dbc29dd5ed85a89ab.webp,2020,57639.0,gasolina,mecanica,Lima,azul,4.0,tela,1998.0,4
CHANGAN,CS35 PLUS,premium,USD,13000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/changan/cs35-plus/pe/RT_PU_08a90a35c64b4d1db0d1ab1a032fff7b.webp,2022,54000.0,gasolina,automatica,Lima,gris,4.0,cuero,1392.0,2
KIA,CERATO,premium,USD,12900.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kia/cerato/pe/RT_PU_8fde9c3ddeb648b8b95f131723527297.webp,2017,51100.0,gasolina,mecanica,Lima,negro,4.0,tela,1591.0,7
HYUNDAI,GÉNESIS COUPÉ,otros,USD,13200.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/hyundai/genesis-coupe/pe/RT_PU_2bc3feefb5664d669f950c024126d27b.webp,2013,40160.0,gasolina,mecanica,Lima,negro,6.0,otros,3778.0,11
SSANGYONG,KORANDO,4x2,USD,9800.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/ssangyong/korando/pe/RT_PU_836b5b7a04594d2789ea9bd06676966c.webp,2015,79500.0,gasolina,automatica,Lima,negro,4.0,tela,1998.0,9
SUZUKI,GRAND VITARA,otros,USD,12000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/suzuki/grand-vitara/pe/RT_PU_4ea91625cfe142429a17e76b3a68b520.webp,2015,70500.0,gasolina,mecanica,Lima,azul,4.0,tela,1586.0,9
JAC,REFINE,otros,USD,13500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/jac/refine/pe/RT_PU_d185e1cf393346adbe9ef73a13c2660a.webp,2019,64354.0,gasolina,mecanica,Lima,negro,4.0,tela,1998.0,5
JMC,VIGUS,4x4,USD,15000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/jmc/vigus/pe/RT_PU_e5c03cd33d944935a365b54a8903225a.webp,2020,61500.0,diesel,mecanica,Lima,blanco,4.0,cuero,2402.0,4
SUBARU,EVOLTIS,premium,USD,43000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/subaru/evoltis/pe/RT_PU_d3ff7fc647ad40fc949ee4b434394ac0.webp,2022,10000.0,gasolina,automatica,Lima,gris,4.0,cuero,2387.0,2
TOYOTA,AVANZA,otros,USD,7700.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/avanza/pe/RT_PU_2a875caf5e4744e7beabfd982b4df454.webp,2008,600000.0,gasolina,mecanica,Provincias,plata,4.0,tela,1496.0,16
