Brands,Models,Version,Currency,Price,Urlpic,Year,KM,Fuel_type,Transmission,Location,Color,Cilinder,Upholstery,Engine,Age
KIA,SELTOS,4x2,USD,18500.0,https://cde.neoauto.pe/autos_usados/360x240/741162/741162_7746760.webp,2021.0,42000.0,gasolina,automatica_secuencial,Provincias,gris,6.0,tela,1600.0,3.0
BMW,528-I,posterior,USD,18400.0,https://cde.neoauto.pe/autos_usados/360x240/698135/698135_6548604.webp,2016.0,69000.0,gasolina,automatica_secuencial,Lima,gris,4.0,tela,2000.0,8.0
HONDA,CR-V,4x2,USD,8000.0,https://cde.neoauto.pe/autos_usados/360x240/713594/713594_2289689.webp,2006.0,96000.0,dual,automatica,Lima,gris,4.0,tela,2354.0,18.0
FORD,EDGE TITANIUM,otros,USD,24800.0,https://cde.neoauto.pe/autos_usados/360x240/694169/694169_8839471.webp,2019.0,48000.0,gasolina,automatica_secuencial,Lima,Otro,4.0,tela,2000.0,5.0
MERCEDES BENZ,GL 400,otros,USD,39900.0,https://cde.neoauto.pe/autos_usados/360x240/111590/111590_7949992.webp,2015.0,47000.0,gasolina,automatica_secuencial,Lima,negro,6.0,tela,3000.0,9.0
JEEP,COMPASS,4x2,USD,35000.0,https://cde.neoauto.pe/autos_usados/360x240/742666/742666_1542713.webp,2024.0,3800.0,gasolina,automatica_secuencial,Lima,plata,,cuero,,0.0
BMW,X1 18i,4x2,USD,26500.0,https://cde.neoauto.pe/autos_usados/360x240/467563/467563_1638696.webp,2020.0,18000.0,gasolina,automatica,Lima,blanco,3.0,cuero,1500.0,4.0
AUDI,S5,otros,USD,20000.0,https://cde.neoauto.pe/autos_usados/360x240/644012/644012_6569118.webp,2011.0,55500.0,gasolina,automatica_secuencial,Lima,gris,6.0,tela,3000.0,13.0
VOLKSWAGEN,TOUAREG,otros,USD,8200.0,https://cde.neoauto.pe/autos_usados/360x240/557258/557258_4161505.webp,2009.0,161217.0,diesel,automatica,Lima,negro,6.0,cuero,3000.0,15.0
BMW,M4,posterior,USD,110000.0,https://cde.neoauto.pe/autos_usados/360x240/598339/598339_2905538.webp,2022.0,10129.0,gasolina,automatica,Lima,Otro,6.0,cuero,2993.0,2.0
HONDA,PILOT,otros,USD,28700.0,https://cde.neoauto.pe/autos_usados/360x240/742492/742492_6462355.webp,2016.0,41300.0,gasolina,automatica,Lima,azul,6.0,tela,3400.0,8.0
CHEVROLET,TAHOE,otros,USD,34900.0,https://cde.neoauto.pe/autos_usados/360x240/264046/264046_9092587.webp,2016.0,51491.0,gasolina,automatica,Lima,plata,8.0,tela,5300.0,8.0
KIA,CERATO,otros,USD,13500.0,https://cde.neoauto.pe/autos_usados/360x240/701904/701904_6542277.webp,2018.0,70974.0,gasolina,mecanica,Lima,Otro,4.0,tela,1591.0,6.0
VOLKSWAGEN,TIGUAN ALLSPACE,4x2,USD,17900.0,https://cde.neoauto.pe/autos_usados/360x240/703542/703542_8878434.webp,2020.0,92558.0,gasolina,automatica_secuencial,Lima,gris,4.0,cuero,1400.0,4.0
CHERY,TIGGO 7 PRO,4x2,USD,18000.0,https://cde.neoauto.pe/autos_usados/360x240/663165/663165_8933294.webp,2023.0,25636.0,gasolina,automatica,Lima,rojo,,tela,1500.0,1.0
FORD,EXPLORER,4x2,USD,28500.0,https://cde.neoauto.pe/autos_usados/360x240/703542/703542_3378141.webp,2019.0,78200.0,gasolina,automatica_secuencial,Lima,rojo,6.0,tela,3500.0,5.0
MITSUBISHI,OUTLANDER,4x2,USD,14800.0,https://cde.neoauto.pe/autos_usados/360x240/663165/663165_1262032.webp,2016.0,57090.0,gasolina,automatica,Lima,rojo,,tela,2000.0,8.0
AUDI,Q5,otros,USD,49900.0,https://cde.neoauto.pe/autos_usados/360x240/671842/671842_4502779.webp,2022.0,36000.0,gasolina,automatica_secuencial,Lima,blanco,4.0,tela,2000.0,2.0
LEXUS,IS 200t,posterior,USD,26000.0,https://cde.neoauto.pe/autos_usados/360x240/557609/557609_5371528.webp,2016.0,57000.0,gasolina,automatica,Lima,gris,4.0,cuero,2000.0,8.0
LEXUS,UX 250h,delantera,USD,29900.0,https://cde.neoauto.pe/autos_usados/360x240/557609/557609_6413269.webp,2021.0,25600.0,otros,automatica,Lima,Otro,4.0,cuero,2000.0,3.0
HONDA,CR-V,4x4,USD,33400.0,https://cde.neoauto.pe/autos_usados/360x240/706489/706489_3809096.webp,2022.0,24900.0,gasolina,automatica_secuencial,Lima,blanco,4.0,tela,1500.0,2.0
SUBARU,OUTBACK,4x4,USD,35000.0,https://cde.neoauto.pe/autos_usados/360x240/734431/734431_5850478.webp,2021.0,26950.0,gasolina,automatica_secuencial,Lima,Otro,4.0,tela,2500.0,3.0
VOLKSWAGEN,T-CROSS,4x2,USD,22000.0,https://cde.neoauto.pe/autos_usados/360x240/734431/734431_1394467.webp,2023.0,13700.0,gasolina,automatica,Lima,blanco,4.0,tela,1000.0,1.0
TOYOTA,COROLLA CROSS,otros,USD,23700.0,https://cde.neoauto.pe/autos_usados/360x240/238985/238985_9373552.webp,2022.0,17393.0,gasolina,automatica,Lima,plata,,tela,2000.0,2.0
FORD,RANGER,4x4,USD,27990.0,https://cde.neoauto.pe/autos_usados/360x240/716508/716508_1823889.webp,2022.0,60650.0,diesel,mecanica,Lima,plata,5.0,tela,3200.0,2.0
TOYOTA,COROLLA,otros,USD,14000.0,https://cde.neoauto.pe/autos_usados/360x240/238985/238985_8232349.webp,2017.0,95000.0,gasolina,automatica_secuencial,Lima,marron,,tela,,7.0
TOYOTA,COROLLA CROSS,otros,USD,24000.0,https://cde.neoauto.pe/autos_usados/360x240/238985/238985_6621626.webp,2023.0,53603.0,,automatica_secuencial,Lima,negro,,tela,1800.0,1.0
TOYOTA,AGYA,otros,USD,10800.0,https://cde.neoauto.pe/autos_usados/360x240/238985/238985_5786901.webp,2024.0,25000.0,gasolina,mecanica,Lima,plata,,tela,1000.0,0.0
DODGE,DURANGO,4x4,USD,28900.0,https://cde.neoauto.pe/autos_usados/360x240/237418/237418_1241316.webp,2017.0,63387.0,gasolina,automatica,Lima,gris,6.0,tela,3600.0,7.0
TOYOTA,YARIS,otros,USD,12500.0,https://cde.neoauto.pe/autos_usados/360x240/238985/238985_3898915.webp,2018.0,80229.0,gasolina,mecanica,Lima,gris,,tela,1300.0,6.0
JAC,JS4,otros,USD,14500.0,https://cde.neoauto.pe/autos_usados/360x240/238985/238985_3774425.webp,2022.0,85.0,gasolina,mecanica,Lima,negro,,tela,1500.0,2.0
AUDI,Q5,otros,USD,33900.0,https://cde.neoauto.pe/autos_usados/360x240/118694/118694_5260832.webp,2018.0,20000.0,gasolina,automatica_secuencial,Lima,negro,4.0,cuero,2000.0,6.0
MINI,HATCH 3DR,otros,USD,32991.0,https://cde.neoauto.pe/autos_usados/360x240/208604/208604_9527555.webp,2023.0,11685.0,electrico,automatica,Lima,gris,,tela,,1.0
MINI,HATCH 3DR,otros,USD,32991.0,https://cde.neoauto.pe/autos_usados/360x240/208604/208604_6849635.webp,2023.0,8332.0,electrico,automatica,Lima,plata,,tela,,1.0
TOYOTA,HILUX,4x4,USD,26000.0,https://cde.neoauto.pe/autos_usados/360x240/238985/238985_8650599.webp,2019.0,229803.0,diesel,mecanica,Lima,rojo,,tela,,5.0
TOYOTA,RAV4,otros,USD,20000.0,https://cde.neoauto.pe/autos_usados/360x240/238985/238985_9993431.webp,2019.0,59122.0,gasolina,automatica,Lima,gris,,tela,2000.0,5.0
TOYOTA,YARIS,otros,USD,12500.0,https://cde.neoauto.pe/autos_usados/360x240/238985/238985_1417957.webp,2019.0,88570.0,gasolina,mecanica,Lima,rojo,,tela,1300.0,5.0
HAVAL,H6,otros,USD,23800.0,https://cde.neoauto.pe/autos_usados/360x240/481472/481472_5836206.webp,2022.0,30350.0,gasolina,automatica_secuencial,Lima,gris,4.0,tela,2000.0,2.0
TOYOTA,AGYA,otros,USD,8200.0,https://cde.neoauto.pe/autos_usados/360x240/238985/238985_1123489.webp,2020.0,60144.0,gasolina,mecanica,Lima,rojo,,tela,1000.0,4.0
NISSAN,SENTRA,delantera,USD,14500.0,https://cde.neoauto.pe/autos_usados/360x240/358152/358152_7424977.webp,2017.0,84761.0,gasolina,automatica_secuencial,Lima,negro,4.0,tela,1800.0,7.0
TOYOTA,HIGHLANDER,4x2,USD,22200.0,https://cde.neoauto.pe/autos_usados/360x240/742439/742439_9659282.webp,2017.0,46854.0,gasolina,automatica_secuencial,Provincias,azul,4.0,tela,2700.0,7.0
MINI,COOPER,delantera,USD,10900.0,https://cde.neoauto.pe/autos_usados/360x240/182524/182524_3012665.webp,2010.0,54625.0,gasolina,automatica_secuencial,Lima,marron,4.0,cuero,1600.0,14.0
CHEVROLET,TRAVERSE,otros,USD,13900.0,https://cde.neoauto.pe/autos_usados/360x240/543678/543678_2112666.webp,2013.0,66000.0,gasolina,automatica_secuencial,Lima,plata,,tela,3600.0,11.0
HYUNDAI,SANTA FE,otros,USD,22000.0,https://cde.neoauto.pe/autos_usados/360x240/731363/731363_4533213.webp,2018.0,59000.0,gasolina,mecanica,Lima,gris,4.0,tela,2359.0,6.0
MERCEDES BENZ,CLA 200,4x2,USD,17950.0,https://cde.neoauto.pe/autos_usados/360x240/671864/671864_6411747.webp,2015.0,49980.0,gasolina,automatica,Lima,Otro,4.0,cuero,1600.0,9.0
MAZDA,3,delantera,USD,9200.0,https://cde.neoauto.pe/autos_usados/360x240/740096/740096_3352390.webp,2014.0,62500.0,gasolina,automatica_secuencial,Lima,negro,4.0,tela,1600.0,10.0
NISSAN,X-TRAIL,4x4,USD,16990.0,https://cde.neoauto.pe/autos_usados/360x240/675344/675344_2452273.webp,2017.0,58000.0,gasolina,automatica,Lima,blanco,4.0,tela,2500.0,7.0
BMW,X3 20i,4x2,USD,39900.0,https://cde.neoauto.pe/autos_usados/360x240/592020/592020_2970741.webp,2020.0,26500.0,gasolina,automatica_secuencial,Lima,blanco,4.0,tela,2000.0,4.0
TOYOTA,HILUX,4x4,USD,28000.0,https://cde.neoauto.pe/autos_usados/360x240/466950/466950_3447967.webp,2017.0,160000.0,diesel,mecanica,Lima,plata,4.0,tela,2800.0,7.0
DODGE,JOURNEY,4x2,USD,11000.0,https://cde.neoauto.pe/autos_usados/360x240/247248/247248_2268977.webp,2013.0,120000.0,gasolina,automatica,Lima,plata,4.0,tela,2360.0,11.0
TOYOTA,AVENSIS,otros,USD,12000.0,https://cde.neoauto.pe/autos_usados/360x240/742653/742653_1163080.webp,2012.0,120000.0,dual,automatica_secuencial,Lima,rojo,4.0,tela,2000.0,12.0
MERCEDES BENZ,A200,delantera,USD,19800.0,https://cde.neoauto.pe/autos_usados/360x240/264046/264046_5365293.webp,2015.0,28391.0,gasolina,automatica_secuencial,Lima,blanco,4.0,tela,1600.0,9.0
AUDI,A4,otros,USD,8300.0,https://cde.neoauto.pe/autos_usados/360x240/683225/683225_4559835.webp,2008.0,61087.0,gasolina,automatica,Lima,azul,4.0,cuero,1984.0,16.0
FORD,ESCAPE,4x4,USD,17000.0,https://cde.neoauto.pe/autos_usados/360x240/703542/703542_8730679.webp,2019.0,45670.0,gasolina,automatica_secuencial,Lima,negro,4.0,tela,2000.0,5.0
RENAULT,DUSTER,4x2,USD,15000.0,https://cde.neoauto.pe/autos_usados/360x240/701904/701904_5693117.webp,2021.0,40000.0,gas_glp,mecanica,Lima,gris,4.0,cuero,1598.0,3.0
KIA,SORENTO,otros,USD,34800.0,https://cde.neoauto.pe/autos_usados/360x240/701904/701904_9574540.webp,2022.0,37400.0,gasolina,automatica,Lima,plata,,tela,2500.0,2.0
TOYOTA,4RUNNER,4x4,USD,51990.0,https://cde.neoauto.pe/autos_usados/360x240/733970/733970_8550074.webp,2022.0,50972.0,gasolina,automatica,Lima,gris,6.0,tela,,2.0
MITSUBISHI,ASX,4x2,USD,16900.0,https://cde.neoauto.pe/autos_usados/360x240/701904/701904_5157905.webp,2019.0,26000.0,gasolina,automatica,Lima,negro,4.0,tela,2000.0,5.0
TOYOTA,COROLLA HYBRID,4x2,USD,27900.0,https://cde.neoauto.pe/autos_usados/360x240/663162/663162_6233274.webp,2023.0,10600.0,,automatica_secuencial,Lima,gris,4.0,tela,1800.0,1.0
AUDI,A3 SPORTBACK,delantera,USD,21900.0,https://cde.neoauto.pe/autos_usados/360x240/671842/671842_5116159.webp,2019.0,46000.0,gasolina,automatica_secuencial,Lima,plata,4.0,tela,1200.0,5.0
VOLVO,XC-90,4x4,USD,50000.0,https://cde.neoauto.pe/autos_usados/360x240/732205/732205_9928073.webp,2021.0,41088.0,gasolina,automatica_secuencial,Lima,blanco,4.0,tela,2000.0,3.0
VOLKSWAGEN,T-CROSS,4x2,USD,15350.0,https://cde.neoauto.pe/autos_usados/360x240/702631/702631_1329116.webp,2020.0,15000.0,gasolina,mecanica,Lima,azul,4.0,tela,1600.0,4.0
MERCEDES BENZ,GLA 200,4x2,USD,21900.0,https://cde.neoauto.pe/autos_usados/360x240/463366/463366_5152377.webp,2015.0,45000.0,gasolina,automatica_secuencial,Lima,blanco,4.0,tela,1600.0,9.0
AUDI,Q5,otros,USD,47900.0,https://cde.neoauto.pe/autos_usados/360x240/118694/118694_6668261.webp,2021.0,42000.0,otros,automatica_secuencial,Lima,gris,4.0,tela,2000.0,3.0
PORSCHE,CAYENNE GTS,otros,USD,34900.0,https://cde.neoauto.pe/autos_usados/360x240/118694/118694_7103066.webp,2013.0,71595.0,gasolina,automatica_secuencial,Lima,Otro,8.0,tela,4806.0,11.0
MAZDA,CX-9,4x2,USD,32400.0,https://cde.neoauto.pe/autos_usados/360x240/663162/663162_4011612.webp,2023.0,16000.0,gasolina,automatica_secuencial,Lima,blanco,4.0,tela,2500.0,1.0
HYUNDAI,GRAND i10,4x2,USD,11500.0,https://cde.neoauto.pe/autos_usados/360x240/663162/663162_2459407.webp,2022.0,37500.0,gas_glp,mecanica,Lima,rojo,3.0,tela,1000.0,2.0
HYUNDAI,i10,4x2,USD,9800.0,https://cde.neoauto.pe/autos_usados/360x240/242077/242077_5421566.webp,2023.0,11805.0,gas_glp,mecanica,Lima,Otro,,tela,1000.0,1.0
SUZUKI,GRAND NOMADE,4x4,USD,13500.0,https://cde.neoauto.pe/autos_usados/360x240/742681/742681_5247414.webp,2019.0,114000.0,dual,automatica,Lima,Otro,,tela,2400.0,5.0
RENAULT,KWID,4x2,USD,10550.0,https://cde.neoauto.pe/autos_usados/360x240/276240/276240_7815941.webp,2023.0,38100.0,gasolina,mecanica,Lima,negro,3.0,tela,1000.0,1.0
MC LAREN,650S,posterior,USD,179000.0,https://cde.neoauto.pe/autos_usados/360x240/200439/200439_1882728.webp,2015.0,13700.0,gasolina,automatica_secuencial,Provincias,rojo,8.0,tela,3800.0,9.0
MINI,COOPER S,delantera,USD,25500.0,https://cde.neoauto.pe/autos_usados/360x240/692164/692164_9599854.webp,2020.0,15000.0,gasolina,automatica,Lima,Otro,4.0,tela,2000.0,4.0
AUDI,A6,otros,USD,23800.0,https://cde.neoauto.pe/autos_usados/360x240/652385/652385_5261054.webp,2018.0,38700.0,gasolina,automatica_secuencial,Lima,plata,4.0,cuero,1800.0,6.0
NISSAN,FRONTIER,4x2,USD,28300.0,https://cde.neoauto.pe/autos_usados/360x240/663162/663162_7392329.webp,2023.0,95.0,diesel,mecanica,Lima,blanco,4.0,tela,2500.0,1.0
MITSUBISHI,OUTLANDER,4x2,USD,15900.0,https://cde.neoauto.pe/autos_usados/360x240/663162/663162_3367238.webp,2016.0,57589.0,gasolina,automatica,Lima,rojo,4.0,tela,2000.0,8.0
HYUNDAI,GRAND i10,otros,USD,12200.0,https://cde.neoauto.pe/autos_usados/360x240/663162/663162_7929616.webp,2022.0,,gasolina,mecanica,Lima,rojo,,tela,,2.0
SSANGYONG,NEW REXTON,4x2,USD,28900.0,https://cde.neoauto.pe/autos_usados/360x240/663162/663162_8734599.webp,2022.0,40995.0,diesel,automatica,Lima,gris,4.0,cuero,2200.0,2.0
NISSAN,PATHFINDER,otros,USD,18500.0,https://cde.neoauto.pe/autos_usados/360x240/663162/663162_4174743.webp,2015.0,72707.0,gasolina,automatica,Lima,rojo,6.0,tela,3500.0,9.0
NISSAN,SENTRA,4x2,USD,18500.0,https://cde.neoauto.pe/autos_usados/360x240/663162/663162_6964304.webp,2022.0,3096.0,gasolina,mecanica,Lima,plata,4.0,tela,1800.0,2.0
SUBARU,LEGACY,otros,USD,3990.0,https://cde.neoauto.pe/autos_usados/360x240/113873/113873_8362127.webp,1998.0,177933.0,gasolina,automatica,Lima,plata,4.0,cuero,2000.0,26.0
CHERY,ARRIZO 5,delantera,USD,10800.0,https://cde.neoauto.pe/autos_usados/360x240/663162/663162_9161933.webp,2023.0,20418.0,gas_glp,mecanica,Lima,plata,4.0,tela,1500.0,1.0
PEUGEOT,2008,otros,USD,10900.0,https://cde.neoauto.pe/autos_usados/360x240/663162/663162_6480644.webp,2017.0,,gasolina,mecanica,Lima,rojo,4.0,tela,,7.0
MITSUBISHI,NEW ASX,4x2,USD,18900.0,https://cde.neoauto.pe/autos_usados/360x240/663162/663162_2360441.webp,2022.0,25234.0,gasolina,mecanica,Lima,gris,4.0,tela,2000.0,2.0
HYUNDAI,CRETA,otros,USD,16400.0,https://cde.neoauto.pe/autos_usados/360x240/663162/663162_8544023.webp,2018.0,,dual,automatica,Lima,Otro,,tela,1600.0,6.0
HYUNDAI,TUCSON,delantera,USD,18600.0,https://cde.neoauto.pe/autos_usados/360x240/661099/661099_6366834.webp,2020.0,57000.0,dual,automatica_secuencial,Lima,azul,4.0,tela,2000.0,4.0
BMW,X4 M40i,otros,USD,98000.0,https://cde.neoauto.pe/autos_usados/360x240/662195/662195_4113093.webp,2024.0,600.0,gasolina,automatica_secuencial,Lima,Otro,,tela,3000.0,0.0
BMW,640i,otros,USD,26800.0,https://cde.neoauto.pe/autos_usados/360x240/708953/708953_5497218.webp,2014.0,63000.0,gasolina,automatica,Lima,negro,6.0,tela,3000.0,10.0
MAZDA,3,delantera,USD,8500.0,https://cde.neoauto.pe/autos_usados/360x240/742130/742130_3265467.webp,2014.0,125000.0,gasolina,mecanica,Provincias,plata,4.0,tela,1600.0,10.0
FORD,TERRITORY,delantera,USD,24990.0,https://cde.neoauto.pe/autos_usados/360x240/722115/722115_5409173.webp,2022.0,29500.0,gasolina,automatica,Lima,blanco,4.0,tela,1500.0,2.0
JEEP,RENEGADE,4x2,USD,17000.0,https://cde.neoauto.pe/autos_usados/360x240/742569/742569_3210898.webp,2019.0,43000.0,gasolina,automatica_secuencial,Lima,marron,,cuero,1800.0,5.0
JEEP,CHEROKEE LIMITED,4x4,USD,19600.0,https://cde.neoauto.pe/autos_usados/360x240/350501/350501_9401427.webp,2015.0,79250.0,gasolina,automatica,Lima,Otro,6.0,cuero,3600.0,9.0
MERCEDES BENZ,C-180,otros,USD,26000.0,https://cde.neoauto.pe/autos_usados/360x240/408317/408317_6297822.webp,2019.0,29200.0,gasolina,automatica,Lima,plata,4.0,tela,,5.0
KIA,SORENTO,4x2,USD,29000.0,https://cde.neoauto.pe/autos_usados/360x240/701958/701958_3098844.webp,2022.0,31000.0,gasolina,automatica_secuencial,Provincias,blanco,4.0,cuero,2500.0,2.0
VOLKSWAGEN,PASSAT,delantera,USD,13450.0,https://cde.neoauto.pe/autos_usados/360x240/264046/264046_1842608.webp,2015.0,72484.0,gasolina,automatica,Lima,plata,4.0,cuero,1800.0,9.0
DODGE,DURANGO,4x4,USD,35900.0,https://cde.neoauto.pe/autos_usados/360x240/264046/264046_6609095.webp,2018.0,28760.0,gasolina,automatica_secuencial,Lima,azul,6.0,tela,3600.0,6.0
FORD,EXPLORER,4x4,USD,31900.0,https://cde.neoauto.pe/autos_usados/360x240/264046/264046_3675915.webp,2019.0,58004.0,gasolina,automatica,Lima,azul,6.0,tela,3500.0,5.0
JEEP,COMPASS,4x2,USD,22900.0,https://cde.neoauto.pe/autos_usados/360x240/264046/264046_1780075.webp,2020.0,59910.0,gasolina,automatica_secuencial,Lima,gris,4.0,tela,2400.0,4.0
BMW,X3 28i,4x4,USD,27900.0,https://cde.neoauto.pe/autos_usados/360x240/264046/264046_1290024.webp,2017.0,63999.0,gasolina,automatica_secuencial,Lima,plata,4.0,tela,2000.0,7.0
BMW,550i,posterior,USD,26900.0,https://cde.neoauto.pe/autos_usados/360x240/264046/264046_8374241.webp,2013.0,66278.0,gasolina,automatica_secuencial,Lima,blanco,8.0,tela,2000.0,11.0
LAND ROVER,RANGE ROVER SPORT,otros,USD,48900.0,https://cde.neoauto.pe/autos_usados/360x240/264046/264046_4485546.webp,2016.0,72571.0,gasolina,automatica_secuencial,Lima,gris,6.0,tela,3000.0,8.0
MAZDA,CX-5,4x2,USD,14900.0,https://cde.neoauto.pe/autos_usados/360x240/113873/113873_2985611.webp,2015.0,107558.0,gasolina,automatica_secuencial,Lima,plata,4.0,tela,2000.0,9.0
JEEP,GRAND CHEROKEE SRT,4x4,USD,39900.0,https://cde.neoauto.pe/autos_usados/360x240/264046/264046_7776486.webp,2016.0,66474.0,gasolina,automatica_secuencial,Lima,blanco,8.0,tela,6400.0,8.0
BMW,X5 35i,4x4,USD,31900.0,https://cde.neoauto.pe/autos_usados/360x240/264046/264046_9931355.webp,2015.0,,gasolina,automatica_secuencial,Lima,blanco,6.0,tela,3000.0,9.0
JEEP,GRAND CHEROKEE LAREDO,4x4,USD,23900.0,https://cde.neoauto.pe/autos_usados/360x240/264046/264046_5275266.webp,2017.0,,gasolina,automatica_secuencial,Lima,azul,6.0,cuero,3600.0,7.0
VOLKSWAGEN,GOL,delantera,USD,9900.0,https://cde.neoauto.pe/autos_usados/360x240/264046/264046_2669804.webp,2018.0,49984.0,gasolina,automatica_secuencial,Lima,gris,4.0,tela,1600.0,6.0
AUDI,A4,delantera,USD,24500.0,https://cde.neoauto.pe/autos_usados/360x240/264046/264046_7719278.webp,2018.0,35595.0,gasolina,automatica_secuencial,Lima,blanco,4.0,tela,1400.0,6.0
MERCEDES BENZ,C-250,posterior,USD,22450.0,https://cde.neoauto.pe/autos_usados/360x240/264046/264046_7666893.webp,2015.0,71864.0,gasolina,automatica_secuencial,Lima,azul,4.0,tela,2000.0,9.0
JEEP,GRAND CHEROKEE OVERLAND,4x4,USD,29900.0,https://cde.neoauto.pe/autos_usados/360x240/264046/264046_6011806.webp,2015.0,36754.0,gasolina,automatica_secuencial,Lima,gris,6.0,tela,3600.0,9.0
MERCEDES BENZ,A-180,delantera,USD,18500.0,https://cde.neoauto.pe/autos_usados/360x240/264046/264046_5793885.webp,2017.0,55847.0,gasolina,mecanica,Lima,blanco,4.0,tela,1600.0,7.0
FIAT,X 1/9,posterior,USD,9500.0,https://cde.neoauto.pe/autos_usados/360x240/270141/270141_8796057.webp,1980.0,,gasolina,mecanica,Lima,azul,4.0,tela,1500.0,44.0
PEUGEOT,PARTNER,4x2,USD,8600.0,https://cde.neoauto.pe/autos_usados/360x240/735496/735496_8758362.webp,2021.0,55541.0,gasolina,mecanica,Lima,Otro,,tela,1600.0,3.0
PEUGEOT,PARTNER,4x2,USD,8600.0,https://cde.neoauto.pe/autos_usados/360x240/735496/735496_9985324.webp,2021.0,56663.0,gasolina,mecanica,Lima,Otro,,tela,1600.0,3.0
HUDSON,WASP,posterior,USD,16000.0,https://cde.neoauto.pe/autos_usados/360x240/725878/725878_3085998.webp,1951.0,,gasolina,automatica,Provincias,Otro,8.0,tela,,73.0
NISSAN,FRONTIER,4x4,USD,20000.0,https://cde.neoauto.pe/autos_usados/360x240/457469/457469_5092019.webp,2016.0,90000.0,diesel,automatica,Lima,negro,4.0,tela,2488.0,8.0
NISSAN,KICKS,otros,USD,17900.0,https://cde.neoauto.pe/autos_usados/360x240/188699/188699_3244320.webp,2019.0,13177.0,gasolina,automatica,Lima,Otro,4.0,tela,1600.0,5.0
MERCEDES BENZ,E200 COUPE,posterior,USD,21500.0,https://cde.neoauto.pe/autos_usados/360x240/646542/646542_1090599.webp,2014.0,41500.0,gasolina,automatica_secuencial,Lima,blanco,4.0,tela,2000.0,10.0
CHEVROLET,COLORADO,4x4,USD,27000.0,https://cde.neoauto.pe/autos_usados/360x240/742515/742515_7339845.webp,2023.0,35000.0,diesel,automatica_secuencial,Lima,blanco,4.0,cuero,28.0,1.0
FORD,EXPLORER,otros,USD,21500.0,https://cde.neoauto.pe/autos_usados/360x240/701371/701371_6147380.webp,2018.0,97000.0,gasolina,automatica_secuencial,Lima,Otro,6.0,tela,3500.0,6.0
CITROEN,C-ELYSÃ‰E,delantera,USD,9200.0,https://cde.neoauto.pe/autos_usados/360x240/721480/721480_3088701.webp,2018.0,52500.0,gasolina,mecanica,Lima,Otro,3.0,tela,1200.0,6.0
NISSAN,X-TRAIL,4x2,USD,32900.0,https://cde.neoauto.pe/autos_usados/360x240/113873/113873_3911862.webp,2022.0,28715.0,gasolina,automatica_secuencial,Lima,gris,4.0,tela,2500.0,2.0
HONDA,CR-V,4x2,USD,14900.0,https://cde.neoauto.pe/autos_usados/360x240/113873/113873_4516213.webp,2014.0,118011.0,gasolina,automatica,Lima,negro,4.0,cuero,2400.0,10.0
SUBARU,OUTBACK,otros,USD,13900.0,https://cde.neoauto.pe/autos_usados/360x240/113873/113873_3005494.webp,2012.0,95085.0,gasolina,automatica_secuencial,Lima,negro,4.0,tela,2500.0,12.0
NISSAN,X-TRAIL,4x2,USD,22500.0,https://cde.neoauto.pe/autos_usados/360x240/113873/113873_5633515.webp,2019.0,54483.0,gasolina,automatica,Lima,azul,4.0,tela,2500.0,5.0
FORD,ECOSPORT,4x2,USD,14900.0,https://cde.neoauto.pe/autos_usados/360x240/113873/113873_9442523.webp,2016.0,72589.0,gasolina,mecanica,Lima,marron,4.0,tela,1600.0,8.0
MITSUBISHI,MONTERO SPORT,4x2,USD,27900.0,https://cde.neoauto.pe/autos_usados/360x240/113873/113873_5039087.webp,2017.0,49728.0,dual,automatica_secuencial,Lima,Otro,6.0,tela,3000.0,7.0
HAVAL,ALL NEW H6,4x2,USD,17500.0,https://cde.neoauto.pe/autos_usados/360x240/113873/113873_2197998.webp,2018.0,45028.0,gasolina,automatica_secuencial,Lima,blanco,4.0,tela,2000.0,6.0
JEEP,GRAND CHEROKEE LAREDO,4x4,USD,28900.0,https://cde.neoauto.pe/autos_usados/360x240/113873/113873_8224791.webp,2014.0,87144.0,gasolina,automatica_secuencial,Lima,gris,6.0,cuero,3600.0,10.0
JEEP,GRAND CHEROKEE LAREDO,4x4,USD,28900.0,https://cde.neoauto.pe/autos_usados/360x240/113873/113873_8224791.webp,2014.0,87144.0,gasolina,automatica_secuencial,Lima,gris,6.0,cuero,3600.0,10.0
KIA,SORENTO,4x2,USD,22500.0,https://cde.neoauto.pe/autos_usados/360x240/113873/113873_7019974.webp,2015.0,62483.0,gasolina,automatica_secuencial,Lima,rojo,4.0,tela,2500.0,9.0
