Age,Brands,Cilinder,Color,Currency,Engine,Fuel_type,KM,Location,Models,Price,Transmission,Upholstery,Urlpic,Version,Year
9.0,FORD,6.0,azul,USD,2694.0,gasolina,169000.0,Lima,F-150,28500.0,automatica_secuencial,tela,https://cde.neoauto.pe/autos_usados/360x240/589046/589046_3457249.webp,4x4,2015.0
10.0,BMW,6.0,otros,USD,2979.0,gasolina,90103.0,Lima,X5 35i,29000.0,automatica,cuero,https://cde.neoauto.pe/autos_usados/360x240/742271/742271_9808371.webp,4x4,2014.0
1.0,GREAT WALL,4.0,negro,USD,2000.0,diesel,41000.0,Lima,POER,16500.0,mecanica,tela,https://cde.neoauto.pe/autos_usados/360x240/655987/655987_2715150.webp,4x2,2023.0
1.0,KIA,4.0,negro,USD,1600.0,gasolina,25000.0,Lima,SELTOS,18500.0,mecanica,tela,https://cde.neoauto.pe/autos_usados/360x240/680382/680382_7285366.webp,4x2,2023.0
7.0,AUDI,4.0,negro,USD,2000.0,gasolina,70000.0,Provincias,Q7,38000.0,automatica_secuencial,tela,https://cde.neoauto.pe/autos_usados/360x240/741769/741769_5606439.webp,otros,2017.0
31.0,TOYOTA,4.0,marron,USD,2000.0,gasolina,250000.0,Lima,CORONA,6000.0,mecanica,tela,https://cde.neoauto.pe/autos_usados/360x240/686021/686021_6330039.webp,delantera,1993.0
20.0,TOYOTA,4.0,marron,USD,1500.0,gas_gnv,148000.0,Lima,COROLLA,6800.0,automatica,tela,https://cde.neoauto.pe/autos_usados/360x240/396526/396526_6664006.webp,4x2,2004.0
11.0,HONDA,4.0,plata,USD,2400.0,gasolina,115000.0,Lima,CR-V,12800.0,automatica_secuencial,cuero,https://cde.neoauto.pe/autos_usados/360x240/742455/742455_2740545.webp,4x2,2013.0
11.0,KIA,4.0,azul,USD,2400.0,gasolina,120000.0,Lima,SORENTO,15500.0,automatica,tela,https://cde.neoauto.pe/autos_usados/360x240/725330/725330_1812981.webp,4x2,2013.0
1.0,CHEVROLET,4.0,blanco,USD,1500.0,dual,26000.0,Lima,N400,14400.0,mecanica,tela,https://cde.neoauto.pe/autos_usados/360x240/275317/275317_7450481.webp,delantera,2023.0
13.0,RENAULT,4.0,gris,USD,1600.0,gasolina,90000.0,Lima,SYMBOL,5500.0,mecanica,tela,https://cde.neoauto.pe/autos_usados/360x240/740253/740253_3648256.webp,4x2,2011.0
9.0,MAZDA,4.0,azul,USD,2000.0,gasolina,73000.0,Lima,6,14500.0,automatica_secuencial,tela,https://cde.neoauto.pe/autos_usados/360x240/742453/742453_7667467.webp,4x2,2015.0
14.0,HONDA,4.0,plata,USD,2400.0,gasolina,135000.0,Lima,CR-V,11500.0,automatica_secuencial,tela,https://cde.neoauto.pe/autos_usados/360x240/742393/742393_6531520.webp,4x4,2010.0
5.0,NISSAN,4.0,azul,USD,,gasolina,,Lima,X-TRAIL,22500.0,automatica_secuencial,tela,,4x2,2019.0
9.0,TOYOTA,4.0,rojo,USD,1300.0,gasolina,80000.0,Lima,YARIS,10500.0,mecanica,tela,https://cde.neoauto.pe/autos_usados/360x240/639265/639265_9583441.webp,otros,2015.0
10.0,HYUNDAI,4.0,negro,USD,1800.0,gasolina,94000.0,Lima,i30,11000.0,mecanica,tela,https://cde.neoauto.pe/autos_usados/360x240/740776/740776_1756523.webp,otros,2014.0
11.0,BRILLIANCE,4.0,blanco,USD,,gasolina,68700.0,Lima,H530,8000.0,automatica_secuencial,cuero,https://cde.neoauto.pe/autos_usados/360x240/639265/639265_7976229.webp,4x2,2013.0
5.0,MINI,3.0,azul,USD,1500.0,gasolina,35000.0,Lima,COOPER,20900.0,automatica,tela,https://cde.neoauto.pe/autos_usados/360x240/497001/497001_6138498.webp,4x2,2019.0
5.0,DFSK,4.0,otros,USD,1800.0,gas_glp,57000.0,Lima,GLORY 580,11400.0,mecanica,tela,https://cde.neoauto.pe/autos_usados/360x240/534664/534664_4290590.webp,4x2,2019.0
6.0,VOLKSWAGEN,4.0,gris,USD,2000.0,gasolina,50000.0,Lima,TIGUAN ALLSPACE,23500.0,automatica_secuencial,tela,https://cde.neoauto.pe/autos_usados/360x240/476350/476350_7443532.webp,otros,2018.0
7.0,BMW,4.0,gris,USD,1998.0,gasolina,39939.0,Provincias,X1 20i,25000.0,automatica_secuencial,cuero,https://cde.neoauto.pe/autos_usados/360x240/742381/742381_5361096.webp,4x2,2017.0
13.0,RENAULT,4.0,gris,USD,2500.0,dual,120000.0,Lima,KOLEOS,9000.0,automatica_secuencial,tela,https://cde.neoauto.pe/autos_usados/360x240/358089/358089_3491949.webp,4x4,2011.0
11.0,SUZUKI,4.0,plata,USD,2400.0,gasolina,76000.0,Lima,KIZASHI,8450.0,automatica_secuencial,tela,https://cde.neoauto.pe/autos_usados/360x240/262911/262911_4118245.webp,otros,2013.0
5.0,MAZDA,12.0,marron,USD,2000.0,gasolina,60100.0,Lima,3,13900.0,mecanica,tela,https://cde.neoauto.pe/autos_usados/360x240/457792/457792_4364359.webp,4x2,2019.0
21.0,HONDA,4.0,otros,USD,1700.0,gasolina,154000.0,Lima,CIVIC,5800.0,automatica,tela,https://cde.neoauto.pe/autos_usados/360x240/238246/238246_6202078.webp,4x2,2003.0
4.0,CITROEN,4.0,azul,USD,1600.0,diesel,66000.0,Lima,C-3,10800.0,mecanica,tela,https://cde.neoauto.pe/autos_usados/360x240/392728/392728_9825751.webp,delantera,2020.0
16.0,TOYOTA,4.0,otros,USD,2400.0,gasolina,133377.0,Lima,RAV4,10000.0,automatica,tela,https://cde.neoauto.pe/autos_usados/360x240/500525/500525_5175185.webp,4x2,2008.0
10.0,SUBARU,4.0,negro,USD,2000.0,gasolina,80000.0,Lima,IMPREZA SPORT,10500.0,mecanica,tela,https://cde.neoauto.pe/autos_usados/360x240/284446/284446_4424923.webp,otros,2014.0
7.0,TOYOTA,4.0,negro,USD,2755.0,diesel,135000.0,Lima,HILUX,31900.0,automatica_secuencial,tela,https://cde.neoauto.pe/autos_usados/360x240/742409/742409_8808187.webp,4x4,2017.0
6.0,HYUNDAI,4.0,azul,USD,1200.0,gasolina,49000.0,Lima,GRAND i10,8700.0,automatica_secuencial,tela,https://cde.neoauto.pe/autos_usados/360x240/720955/720955_5114154.webp,delantera,2018.0
5.0,TOYOTA,4.0,blanco,USD,2800.0,diesel,104000.0,Provincias,FORTUNER,37000.0,mecanica,tela,https://cde.neoauto.pe/autos_usados/360x240/742391/742391_2078821.webp,4x4,2019.0
10.0,AUDI,4.0,gris,USD,,gasolina,72000.0,Lima,Q5,16700.0,automatica_secuencial,cuero,https://cde.neoauto.pe/autos_usados/360x240/719449/719449_7895487.webp,otros,2014.0
12.0,HONDA,4.0,otros,USD,1800.0,gasolina,128000.0,Lima,CIVIC,9500.0,mecanica,tela,https://cde.neoauto.pe/autos_usados/360x240/251289/251289_8435231.webp,delantera,2012.0
9.0,JEEP,6.0,plata,USD,3600.0,gasolina,77000.0,Provincias,GRAND CHEROKEE,22900.0,automatica_secuencial,tela,https://cde.neoauto.pe/autos_usados/360x240/315299/315299_8595296.webp,4x4,2015.0
4.0,SUZUKI,,gris,USD,2400.0,gasolina,28000.0,Lima,GRAND NOMADE,14990.0,automatica_secuencial,tela,https://cde.neoauto.pe/autos_usados/360x240/703943/703943_7408023.webp,4x2,2020.0
5.0,SUZUKI,,blanco,USD,1400.0,gasolina,80000.0,Lima,ERTIGA,16000.0,automatica,cuero,https://cde.neoauto.pe/autos_usados/360x240/407953/407953_5607385.webp,otros,2019.0
22.0,VOLVO,4.0,azul,USD,2000.0,dual,177826.0,Lima,S40,4900.0,automatica,tela,https://cde.neoauto.pe/autos_usados/360x240/386366/386366_3321435.webp,4x2,2002.0
23.0,JEEP,6.0,otros,USD,,dual,190000.0,Lima,GRAND CHEROKEE LAREDO,7900.0,automatica,cuero,https://cde.neoauto.pe/autos_usados/360x240/742442/742442_8787912.webp,4x2,2001.0
4.0,KIA,4.0,blanco,USD,1400.0,dual,34000.0,Lima,RIO,11300.0,mecanica,tela,https://cde.neoauto.pe/autos_usados/360x240/731860/731860_5370504.webp,4x2,2020.0
12.0,AUDI,4.0,gris,USD,2000.0,gasolina,96389.0,Lima,Q5,13600.0,automatica_secuencial,cuero,https://cde.neoauto.pe/autos_usados/360x240/405515/405515_5470192.webp,4x4,2012.0
6.0,CHEVROLET,6.0,blanco,USD,3600.0,gasolina,47000.0,Lima,TRAVERSE,28000.0,automatica,cuero,https://cde.neoauto.pe/autos_usados/360x240/568889/568889_7986124.webp,otros,2018.0
3.0,LAND ROVER,6.0,negro,USD,2995.0,,8030.0,Lima,RANGE ROVER VELAR,88000.0,automatica,tela,https://cde.neoauto.pe/autos_usados/360x240/703130/703130_5723041.webp,4x4,2021.0
7.0,SUZUKI,4.0,otros,USD,1200.0,dual,12800.0,Lima,IGNIS,9000.0,automatica,cuero,https://cde.neoauto.pe/autos_usados/360x240/742375/742375_5230648.webp,delantera,2017.0
4.0,KIA,4.0,gris,USD,1368.0,gasolina,32300.0,Lima,RIO,12800.0,mecanica,tela,https://cde.neoauto.pe/autos_usados/360x240/742379/742379_3370230.webp,4x2,2020.0
14.0,TOYOTA,4.0,gris,USD,3000.0,diesel,110000.0,Lima,HILUX,23000.0,automatica,tela,https://cde.neoauto.pe/autos_usados/360x240/742282/742282_4613982.webp,otros,2010.0
11.0,CHEVROLET,4.0,blanco,USD,1300.0,gasolina,260000.0,Lima,N300 MAX,5200.0,mecanica,tela,https://cde.neoauto.pe/autos_usados/360x240/742384/742384_1569263.webp,posterior,2013.0
11.0,MITSUBISHI,4.0,gris,USD,2000.0,gasolina,95000.0,Lima,ASX,11900.0,mecanica,tela,https://cde.neoauto.pe/autos_usados/360x240/742390/742390_6021413.webp,4x4,2013.0
7.0,JEEP,6.0,azul,USD,3600.0,gasolina,55000.0,Lima,CHEROKEE LAREDO,27000.0,automatica_secuencial,cuero,https://cde.neoauto.pe/autos_usados/360x240/427202/427202_2883013.webp,4x4,2017.0
19.0,KIA,4.0,plata,USD,2400.0,gas_glp,151000.0,Provincias,SORENTO,7300.0,mecanica,tela,https://cde.neoauto.pe/autos_usados/360x240/742415/742415_8282911.webp,4x4,2005.0
10.0,MITSUBISHI,4.0,blanco,USD,2400.0,gasolina,104000.0,Lima,OUTLANDER,16500.0,automatica_secuencial,cuero,https://cde.neoauto.pe/autos_usados/360x240/742416/742416_5144201.webp,otros,2014.0
3.0,MERCEDES BENZ,4.0,azul,USD,1300.0,gasolina,36500.0,Provincias,A200,28000.0,automatica_secuencial,cuero,https://cde.neoauto.pe/autos_usados/360x240/311645/311645_5044198.webp,4x2,2021.0
8.0,TOYOTA,4.0,rojo,USD,2000.0,gasolina,65000.0,Lima,RAV4,18900.0,automatica_secuencial,tela,https://cde.neoauto.pe/autos_usados/360x240/705313/705313_4583891.webp,4x2,2016.0
12.0,GEELY,4.0,gris,USD,1500.0,dual,121877.0,Lima,MK RSI,4500.0,mecanica,tela,https://cde.neoauto.pe/autos_usados/360x240/741288/741288_1848107.webp,4x2,2012.0
5.0,CHERY,4.0,gris,USD,1300.0,gasolina,27946.0,Lima,Q22,8300.0,mecanica,tela,https://cde.neoauto.pe/autos_usados/360x240/333125/333125_3160324.webp,delantera,2019.0
4.0,TOYOTA,4.0,negro,USD,1500.0,gas_glp,89500.0,Lima,ETIOS,9100.0,mecanica,cuero,https://cde.neoauto.pe/autos_usados/360x240/712744/712744_6713082.webp,4x2,2020.0
5.0,MG,4.0,azul,USD,4000.0,gasolina,70000.0,Lima,ZS,10600.0,mecanica,tela,https://cde.neoauto.pe/autos_usados/360x240/715471/715471_1040137.webp,4x2,2019.0
12.0,SUBARU,4.0,gris,USD,2500.0,gasolina,170000.0,Lima,OUTBACK,11000.0,automatica_secuencial,tela,https://cde.neoauto.pe/autos_usados/360x240/742400/742400_9236905.webp,otros,2012.0
2.0,SOUEAST,4.0,azul,USD,1500.0,dual,19000.0,Lima,DX3,10950.0,mecanica,tela,https://cde.neoauto.pe/autos_usados/360x240/651675/651675_7514045.webp,4x2,2022.0
7.0,AUDI,4.0,negro,USD,1798.0,gasolina,7210.0,Provincias,A6,29000.0,automatica_secuencial,cuero,https://cde.neoauto.pe/autos_usados/360x240/450813/450813_6027958.webp,4x2,2017.0
3.0,BMW,4.0,azul,USD,2000.0,gasolina,19600.0,Lima,X3 20i,58000.0,automatica_secuencial,tela,https://cde.neoauto.pe/autos_usados/360x240/554003/554003_7624983.webp,4x2,2021.0
7.0,FORD,6.0,negro,USD,,,30000.0,Lima,EXPLORER,25000.0,automatica,tela,https://cde.neoauto.pe/autos_usados/360x240/651107/651107_1437227.webp,otros,2017.0
7.0,HONDA,4.0,otros,USD,1499.0,gasolina,54200.0,Lima,CR-V,25900.0,automatica,tela,https://cde.neoauto.pe/autos_usados/360x240/739883/739883_8695873.webp,4x2,2017.0
5.0,VOLKSWAGEN,,gris,USD,1400.0,gasolina,33050.0,Lima,TIGUAN,21500.0,automatica_secuencial,tela,https://cde.neoauto.pe/autos_usados/360x240/742397/742397_8152963.webp,4x2,2019.0
6.0,VOLKSWAGEN,,gris,USD,,gasolina,35000.0,Lima,VIRTUS,14000.0,automatica,tela,https://cde.neoauto.pe/autos_usados/360x240/325589/325589_8812803.webp,otros,2018.0
9.0,NISSAN,,azul,USD,1600.0,gas_gnv,153000.0,Lima,VERSA DRIVE,7400.0,automatica,tela,https://cde.neoauto.pe/autos_usados/360x240/663301/663301_5445196.webp,otros,2015.0
12.0,KIA,4.0,gris,USD,1600.0,gasolina,47000.0,Lima,CERATO,12000.0,automatica_secuencial,tela,https://cde.neoauto.pe/autos_usados/360x240/742217/742217_1990831.webp,premium,2012.0
6.0,NISSAN,,otros,USD,2000.0,gasolina,80000.0,Lima,QASHQAI,18499.0,automatica,tela,https://cde.neoauto.pe/autos_usados/360x240/742417/742417_4616749.webp,4x4,2018.0
0.0,SUBARU,,azul,USD,2000.0,gasolina,12000.0,Lima,CROSSTREK,26500.0,automatica,tela,https://cde.neoauto.pe/autos_usados/360x240/740515/740515_9694966.webp,otros,2024.0
11.0,TOYOTA,4.0,azul,USD,2700.0,gasolina,147000.0,Lima,LAND CRUISER,23000.0,mecanica,tela,https://cde.neoauto.pe/autos_usados/360x240/692310/692310_3880262.webp,4x4,2013.0
9.0,SUZUKI,4.0,plata,USD,1200.0,diesel,118000.0,Lima,SWIFT,8500.0,mecanica,cuero,https://cde.neoauto.pe/autos_usados/360x240/742431/742431_6954760.webp,otros,2015.0
8.0,MAZDA,4.0,blanco,USD,2500.0,gasolina,45000.0,Lima,3,14900.0,mecanica,tela,https://cde.neoauto.pe/autos_usados/360x240/503001/503001_6757448.webp,4x2,2016.0
7.0,MERCEDES BENZ,,azul,USD,1600.0,gasolina,22900.0,Lima,C-180,22900.0,automatica_secuencial,cuero,https://cde.neoauto.pe/autos_usados/360x240/240346/240346_6636631.webp,delantera,2017.0
9.0,KIA,,gris,USD,2000.0,gasolina,94000.0,Lima,CERATO KOUP,9500.0,mecanica,tela,https://cde.neoauto.pe/autos_usados/360x240/491068/491068_7207741.webp,otros,2015.0
13.0,VOLKSWAGEN,4.0,gris,USD,1400.0,gasolina,101000.0,Lima,POLO,8900.0,automatica_secuencial,tela,https://cde.neoauto.pe/autos_usados/360x240/159167/159167_2841824.webp,otros,2011.0
7.0,BMW,,otros,USD,2000.0,gasolina,64000.0,Provincias,X-3,24000.0,automatica_secuencial,tela,https://cde.neoauto.pe/autos_usados/360x240/711071/711071_9515419.webp,otros,2017.0
9.0,RENAULT,4.0,otros,USD,1600.0,gasolina,61200.0,Lima,STEPWAY,7600.0,mecanica,tela,https://cde.neoauto.pe/autos_usados/360x240/104658/104658_7450740.webp,otros,2015.0
11.0,KIA,4.0,otros,USD,2400.0,dual,160000.0,Lima,SORENTO,13500.0,automatica_secuencial,tela,https://cde.neoauto.pe/autos_usados/360x240/235487/235487_9514937.webp,4x2,2013.0
6.0,OTROS,,blanco,USD,,diesel,23000.0,Lima,OTROS,12000.0,mecanica,tela,https://cde.neoauto.pe/autos_usados/360x240/742427/742427_3146084.webp,otros,2018.0
2.0,CHERY,4.0,otros,USD,1500.0,gasolina,16000.0,Lima,TIGGO 7 PRO,16000.0,automatica,tela,https://cde.neoauto.pe/autos_usados/360x240/603577/603577_4747330.webp,4x2,2022.0
6.0,SUBARU,4.0,blanco,USD,2000.0,gasolina,32000.0,Lima,IMPREZA SPORT,17500.0,automatica_secuencial,tela,https://cde.neoauto.pe/autos_usados/360x240/740451/740451_6313124.webp,otros,2018.0
8.0,MERCEDES BENZ,4.0,blanco,USD,1600.0,gasolina,49500.0,Lima,A200,17500.0,automatica_secuencial,cuero,https://cde.neoauto.pe/autos_usados/360x240/661415/661415_4894931.webp,delantera,2016.0
16.0,VOLKSWAGEN,,blanco,USD,2000.0,gasolina,117000.0,Lima,TIGUAN,8500.0,automatica_secuencial,tela,https://cde.neoauto.pe/autos_usados/360x240/742410/742410_8179086.webp,otros,2008.0
9.0,MITSUBISHI,4.0,blanco,USD,4500.0,diesel,239000.0,Lima,L200,18000.0,mecanica,tela,https://cde.neoauto.pe/autos_usados/360x240/705483/705483_7112884.webp,4x2,2015.0
3.0,HYUNDAI,4.0,azul,USD,1400.0,gas_glp,66800.0,Lima,ACCENT,11800.0,mecanica,tela,https://cde.neoauto.pe/autos_usados/360x240/682305/682305_1327166.webp,otros,2021.0
7.0,KIA,4.0,negro,USD,1396.0,dual,35000.0,Lima,RIO,12000.0,mecanica,tela,https://cde.neoauto.pe/autos_usados/360x240/737656/737656_9782926.webp,4x2,2017.0
5.0,MAZDA,4.0,azul,USD,2000.0,gasolina,51000.0,Lima,CX-3,17000.0,automatica,cuero,https://cde.neoauto.pe/autos_usados/360x240/742350/742350_3984047.webp,otros,2019.0
5.0,HYUNDAI,4.0,azul,USD,1591.0,dual,3800.0,Lima,CRETA,18000.0,automatica_secuencial,tela,https://cde.neoauto.pe/autos_usados/360x240/742441/742441_1773740.webp,otros,2019.0
0.0,VOLKSWAGEN,3.0,plata,USD,1000.0,gasolina,11500.0,Provincias,T-CROSS,23000.0,mecanica,tela,https://cde.neoauto.pe/autos_usados/360x240/699354/699354_3450818.webp,4x2,2024.0
18.0,JEEP,8.0,azul,USD,4700.0,gasolina,167764.0,Lima,GRAND CHEROKEE LIMITED,12500.0,automatica_secuencial,tela,https://cde.neoauto.pe/autos_usados/360x240/705238/705238_5609875.webp,4x4,2006.0
2.0,PEUGEOT,4.0,gris,USD,1910.0,diesel,61000.0,Provincias,LANDTREK,27500.0,mecanica,tela,https://cde.neoauto.pe/autos_usados/360x240/742419/742419_3651071.webp,4x4,2022.0
11.0,RENAULT,4.0,otros,USD,,gasolina,93000.0,Lima,KOLEOS,11900.0,mecanica,tela,https://cde.neoauto.pe/autos_usados/360x240/742261/742261_3181001.webp,4x2,2013.0
1.0,HYUNDAI,4.0,blanco,USD,2.0,gasolina,16000.0,Provincias,SANTA FE,28000.0,automatica_secuencial,tela,https://cde.neoauto.pe/autos_usados/360x240/742324/742324_8043030.webp,4x2,2023.0
10.0,VOLKSWAGEN,4.0,negro,USD,2000.0,diesel,135000.0,Provincias,AMAROK,17000.0,mecanica,tela,https://cde.neoauto.pe/autos_usados/360x240/397441/397441_1494047.webp,4x4,2014.0
1.0,CHEVROLET,,negro,USD,1400.0,dual,24000.0,Lima,ALL NEW JOY,10900.0,mecanica,tela,https://cde.neoauto.pe/autos_usados/360x240/429649/429649_7756486.webp,4x2,2023.0
12.0,HYUNDAI,,otros,USD,,gasolina,70000.0,Lima,ACCENT,8500.0,automatica_secuencial,tela,https://cde.neoauto.pe/autos_usados/360x240/688731/688731_9216141.webp,otros,2012.0
10.0,MITSUBISHI,4.0,negro,USD,2500.0,diesel,150000.0,Lima,L200,14500.0,mecanica,tela,https://cde.neoauto.pe/autos_usados/360x240/705945/705945_9666135.webp,4x4,2014.0
4.0,FORD,3.0,otros,USD,1500.0,gasolina,70000.0,Lima,ECOSPORT,14990.0,automatica_secuencial,tela,https://cde.neoauto.pe/autos_usados/360x240/655694/655694_9662055.webp,otros,2020.0
0.0,CHEVROLET,4.0,blanco,USD,1500.0,gasolina,8086.0,Lima,CAPTIVA,18000.0,mecanica,cuero,,4x2,2024.0
0.0,CHANGAN,4.0,blanco,USD,1500.0,dual,9500.0,Lima,UNIT-T,23000.0,automatica,tela,https://cde.neoauto.pe/autos_usados/360x240/742170/742170_3167106.webp,4x2,2024.0
12.0,SUBARU,4.0,gris,USD,2457.0,gasolina,77000.0,Lima,ALL NEW OUTBACK,10900.0,automatica,tela,https://cde.neoauto.pe/autos_usados/360x240/713817/713817_1853995.webp,4x4,2012.0
11.0,FORD,8.0,blanco,USD,5000.0,gasolina,100000.0,Lima,F-150,20500.0,automatica_secuencial,tela,https://cde.neoauto.pe/autos_usados/360x240/658718/658718_1198210.webp,4x4,2013.0
2.0,HAVAL,,otros,USD,1500.0,gasolina,13000.0,Lima,JOLION,17000.0,automatica_secuencial,tela,https://cde.neoauto.pe/autos_usados/360x240/692936/692936_2443104.webp,4x2,2022.0
7.0,TOYOTA,4.0,otros,USD,2800.0,diesel,90000.0,Provincias,FORTUNER,34000.0,automatica_secuencial,cuero,https://cde.neoauto.pe/autos_usados/360x240/720947/720947_4582023.webp,4x4,2017.0
5.0,FORD,12.0,blanco,USD,2000.0,gasolina,78000.0,Lima,ECOSPORT,15500.0,automatica_secuencial,tela,https://cde.neoauto.pe/autos_usados/360x240/488054/488054_1822232.webp,4x2,2019.0
12.0,NISSAN,4.0,gris,USD,2500.0,diesel,176000.0,Provincias,NAVARA,12000.0,mecanica,tela,https://cde.neoauto.pe/autos_usados/360x240/39037/39037_5708878.webp,4x2,2012.0
12.0,HONDA,4.0,gris,USD,2400.0,gasolina,96000.0,Lima,ACCORD,10500.0,automatica,tela,https://cde.neoauto.pe/autos_usados/360x240/742343/742343_4915131.webp,otros,2012.0
6.0,MITSUBISHI,4.0,blanco,USD,2000.0,gasolina,55000.0,Lima,OUTLANDER,16900.0,automatica_secuencial,tela,https://cde.neoauto.pe/autos_usados/360x240/184768/184768_1710771.webp,4x2,2018.0
16.0,GREAT WALL,4.0,negro,USD,,diesel,280000.0,Lima,DEER,2500.0,mecanica,tela,https://cde.neoauto.pe/autos_usados/360x240/702685/702685_5551823.webp,4x2,2008.0
11.0,HYUNDAI,4.0,gris,USD,2400.0,gasolina,111.0,Lima,SANTA FE,16000.0,mecanica,tela,https://cde.neoauto.pe/autos_usados/360x240/193777/193777_1535614.webp,4x2,2013.0
12.0,VOLKSWAGEN,,otros,USD,2000.0,diesel,115000.0,Provincias,BORA,8700.0,mecanica,tela,https://cde.neoauto.pe/autos_usados/360x240/742353/742353_1600070.webp,otros,2012.0
20.0,FORD,6.0,azul,USD,3900.0,gasolina,,Lima,FREESTAR,6500.0,automatica,tela,https://cde.neoauto.pe/autos_usados/360x240/463894/463894_7329747.webp,delantera,2004.0
12.0,HONDA,6.0,plata,USD,3600.0,gasolina,152000.0,Lima,ACCORD,9800.0,automatica,tela,https://cde.neoauto.pe/autos_usados/360x240/713554/713554_6215209.webp,otros,2012.0
15.0,HONDA,4.0,gris,USD,1800.0,gasolina,160000.0,Lima,CIVIC,8500.0,mecanica,cuero,https://cde.neoauto.pe/autos_usados/360x240/493466/493466_2900622.webp,otros,2009.0
12.0,TOYOTA,4.0,rojo,USD,1600.0,gasolina,106000.0,Lima,COROLLA,11000.0,mecanica,tela,https://cde.neoauto.pe/autos_usados/360x240/742365/742365_3216700.webp,otros,2012.0
3.0,MAZDA,4.0,gris,USD,2000.0,gasolina,21600.0,Lima,3,19000.0,automatica_secuencial,tela,https://cde.neoauto.pe/autos_usados/360x240/687597/687597_2926169.webp,4x2,2021.0
13.0,PORSCHE,8.0,gris,USD,4800.0,gasolina,98000.0,Lima,CAYENNE S,24800.0,automatica_secuencial,tela,https://cde.neoauto.pe/autos_usados/360x240/314936/314936_7396045.webp,otros,2011.0
4.0,MERCEDES BENZ,,negro,USD,,gasolina,40000.0,Lima,GLA 180,25900.0,automatica_secuencial,cuero,https://cde.neoauto.pe/autos_usados/360x240/496041/496041_1989973.webp,otros,2020.0
6.0,KIA,4.0,blanco,USD,1368.0,gas_glp,83000.0,Lima,RIO,12700.0,automatica,tela,https://cde.neoauto.pe/autos_usados/360x240/343754/343754_9605496.webp,otros,2018.0
11.0,BMW,4.0,otros,USD,1593.0,gasolina,47600.0,Lima,316i,16000.0,automatica_secuencial,tela,https://cde.neoauto.pe/autos_usados/360x240/276075/276075_7544543.webp,otros,2013.0
1.0,KIA,4.0,blanco,USD,1600.0,gasolina,19000.0,Lima,SELTOS,19000.0,automatica_secuencial,tela,https://cde.neoauto.pe/autos_usados/360x240/742317/742317_9730389.webp,4x2,2023.0
13.0,HYUNDAI,4.0,negro,USD,1100.0,gasolina,89500.0,Lima,i10,6000.0,mecanica,tela,https://cde.neoauto.pe/autos_usados/360x240/740228/740228_7237979.webp,otros,2011.0
10.0,AUDI,4.0,gris,USD,2000.0,gasolina,42500.0,Lima,Q5,20000.0,automatica_secuencial,cuero,https://cde.neoauto.pe/autos_usados/360x240/176430/176430_4222310.webp,otros,2014.0
5.0,HYUNDAI,4.0,azul,USD,2400.0,gasolina,94000.0,Lima,H-1,19500.0,mecanica,cuero,https://cde.neoauto.pe/autos_usados/360x240/740191/740191_9279900.webp,4x2,2019.0
37.0,VOLVO,4.0,gris,USD,2400.0,gasolina,,Lima,240,2600.0,automatica,tela,https://cde.neoauto.pe/autos_usados/360x240/463894/463894_2276488.webp,delantera,1987.0
4.0,BMW,4.0,gris,USD,2000.0,gasolina,31500.0,Lima,X3 20i,36000.0,automatica_secuencial,cuero,https://cde.neoauto.pe/autos_usados/360x240/383855/383855_9598566.webp,4x2,2020.0
3.0,VOLKSWAGEN,4.0,gris,USD,1400.0,gasolina,11300.0,Provincias,JETTA,18900.0,automatica_secuencial,tela,https://cde.neoauto.pe/autos_usados/360x240/742357/742357_1087590.webp,delantera,2021.0
12.0,HYUNDAI,6.0,gris,USD,3000.0,gasolina,44000.0,Lima,AZERA,12000.0,automatica,tela,https://cde.neoauto.pe/autos_usados/360x240/740841/740841_8641207.webp,otros,2012.0
8.0,CHERY,4.0,otros,USD,1598.0,gasolina,137000.0,Lima,TIGGO 3,10500.0,automatica,tela,https://cde.neoauto.pe/autos_usados/360x240/663360/663360_5525311.webp,4x2,2016.0
1.0,FORD,5.0,gris,USD,3200.0,diesel,9200.0,Provincias,RANGER,33000.0,mecanica,cuero,https://cde.neoauto.pe/autos_usados/360x240/738425/738425_8290991.webp,4x4,2023.0
11.0,NISSAN,4.0,plata,USD,1600.0,gas_glp,89000.0,Lima,TIIDA,6800.0,automatica,tela,https://cde.neoauto.pe/autos_usados/360x240/740213/740213_5124171.webp,otros,2013.0
5.0,SUZUKI,4.0,negro,USD,1400.0,gasolina,51600.0,Provincias,CIAZ,9800.0,mecanica,cuero,https://cde.neoauto.pe/autos_usados/360x240/738632/738632_5813641.webp,otros,2019.0
8.0,HONDA,6.0,azul,USD,,gasolina,70000.0,Provincias,PILOT,22000.0,automatica,tela,https://cde.neoauto.pe/autos_usados/360x240/737789/737789_9351402.webp,otros,2016.0
5.0,HYUNDAI,4.0,blanco,USD,2000.0,dual,83000.0,Lima,TUCSON,19000.0,automatica_secuencial,cuero,https://cde.neoauto.pe/autos_usados/360x240/78248/78248_2810033.webp,otros,2019.0
10.0,MAZDA,4.0,otros,USD,1600.0,gasolina,79590.0,Lima,3,9900.0,automatica_secuencial,tela,https://cde.neoauto.pe/autos_usados/360x240/199251/199251_8844554.webp,delantera,2014.0
