Age,Brands,Cilinder,Color,Currency,Engine,Fuel_type,KM,Location,Models,Price,Transmission,Upholstery,Urlpic,Version,Year
11.0,TOYOTA,4.0,otros,USD,3000.0,diesel,190000.0,Lima,FORTUNER,24000.0,mecanica,tela,https://cde.neoauto.pe/autos_usados/360x240/385057/385057_3884316.webp,4x4,2013.0
10.0,KIA,4.0,gris,USD,2349.0,gasolina,87000.0,Provincias,SORENTO,14800.0,automatica_secuencial,tela,https://cde.neoauto.pe/autos_usados/360x240/741978/741978_9205150.webp,4x4,2014.0
8.0,BMW,4.0,blanco,USD,,gasolina,69000.0,Lima,120i,17000.0,automatica_secuencial,tela,https://cde.neoauto.pe/autos_usados/360x240/288509/288509_7673567.webp,posterior,2016.0
2.0,TOYOTA,4.0,blanco,USD,2395.0,diesel,25000.0,Lima,HILUX,26500.0,mecanica,cuero,https://cde.neoauto.pe/autos_usados/360x240/685578/685578_4521914.webp,4x2,2022.0
8.0,TOYOTA,4.0,blanco,USD,1800.0,gas_glp,57500.0,Lima,COROLLA,13199.0,automatica,tela,https://cde.neoauto.pe/autos_usados/360x240/225642/225642_8699478.webp,otros,2016.0
6.0,VOLKSWAGEN,4.0,gris,USD,2000.0,gasolina,61700.0,Lima,JETTA,13990.0,automatica_secuencial,cuero,https://cde.neoauto.pe/autos_usados/360x240/364293/364293_7410707.webp,otros,2018.0
8.0,BMW,4.0,plata,USD,2000.0,gasolina,25500.0,Lima,420I GRAN COUPE,23500.0,automatica_secuencial,cuero,https://cde.neoauto.pe/autos_usados/360x240/139238/139238_3261504.webp,otros,2016.0
1.0,CHERY,4.0,blanco,USD,1500.0,gasolina,10000.0,Lima,TIGGO 7 PRO,16500.0,automatica_secuencial,cuero,https://cde.neoauto.pe/autos_usados/360x240/736131/736131_9066999.webp,4x2,2023.0
6.0,SUBARU,4.0,rojo,USD,2000.0,gasolina,,Lima,FORESTER,20500.0,automatica,tela,https://cde.neoauto.pe/autos_usados/360x240/742037/742037_1433551.webp,otros,2018.0
6.0,HONDA,3.0,plata,USD,3500.0,gasolina,47200.0,Lima,PILOT,24990.0,automatica,tela,https://cde.neoauto.pe/autos_usados/360x240/662891/662891_2069255.webp,premium,2018.0
7.0,MAZDA,4.0,otros,USD,2000.0,gasolina,82400.0,Lima,3 SPORT,11990.0,mecanica,tela,https://cde.neoauto.pe/autos_usados/360x240/662891/662891_4811192.webp,delantera,2017.0
5.0,BMW,4.0,plata,USD,2000.0,gasolina,52000.0,Lima,X1 20i,23490.0,automatica_secuencial,tela,https://cde.neoauto.pe/autos_usados/360x240/662891/662891_9620639.webp,4x2,2019.0
7.0,FORD,4.0,plata,USD,1600.0,gasolina,38500.0,Lima,FIESTA,10670.0,automatica_secuencial,tela,https://cde.neoauto.pe/autos_usados/360x240/662891/662891_5728075.webp,delantera,2017.0
7.0,SUZUKI,4.0,plata,USD,1600.0,gasolina,45100.0,Lima,NEW VITARA,14470.0,automatica_secuencial,tela,https://cde.neoauto.pe/autos_usados/360x240/662891/662891_2904734.webp,4x2,2017.0
1.0,MITSUBISHI,4.0,rojo,USD,2000.0,gasolina,9085.0,Lima,OUTLANDER,22900.0,mecanica,tela,https://cde.neoauto.pe/autos_usados/360x240/650434/650434_7837907.webp,4x2,2023.0
6.0,VOLKSWAGEN,4.0,otros,USD,2000.0,gasolina,80536.0,Lima,TIGUAN,17500.0,automatica,tela,https://cde.neoauto.pe/autos_usados/360x240/650434/650434_9399864.webp,4x2,2018.0
2.0,HONDA,6.0,negro,USD,3500.0,gasolina,23000.0,Lima,PILOT,39900.0,automatica_secuencial,tela,https://cde.neoauto.pe/autos_usados/360x240/742025/742025_1198961.webp,4x4,2022.0
0.0,MAZDA,4.0,azul,USD,3000.0,diesel,13000.0,Provincias,BT-50,27900.0,mecanica,cuero,https://cde.neoauto.pe/autos_usados/360x240/741877/741877_5107105.webp,4x4,2024.0
5.0,TOYOTA,4.0,gris,USD,2500.0,,63741.0,Lima,RAV4,31000.0,automatica_secuencial,tela,https://cde.neoauto.pe/autos_usados/360x240/692838/692838_9830093.webp,4x2,2019.0
6.0,FORD,4.0,gris,USD,2000.0,gasolina,29900.0,Lima,FUSION,16990.0,automatica_secuencial,tela,https://cde.neoauto.pe/autos_usados/360x240/662891/662891_7365344.webp,delantera,2018.0
2.0,TOYOTA,4.0,plata,USD,1800.0,otros,53133.0,Lima,COROLLA CROSS,26500.0,automatica_secuencial,tela,https://cde.neoauto.pe/autos_usados/360x240/650434/650434_5455499.webp,4x2,2022.0
1.0,CHEVROLET,3.0,blanco,USD,1000.0,gasolina,13870.0,Lima,ALL NEW ONIX,12750.0,mecanica,cuero,https://cde.neoauto.pe/autos_usados/360x240/694706/694706_7512749.webp,delantera,2023.0
4.0,BMW,4.0,negro,USD,2000.0,gasolina,20300.0,Lima,120i,23900.0,automatica_secuencial,cuero,https://cde.neoauto.pe/autos_usados/360x240/741915/741915_8509337.webp,otros,2020.0
7.0,MITSUBISHI,4.0,negro,USD,2000.0,dual,62800.0,Lima,ASX,12300.0,mecanica,tela,https://cde.neoauto.pe/autos_usados/360x240/678046/678046_6728465.webp,4x4,2017.0
10.0,BMW,4.0,azul,USD,1997.0,gasolina,80000.0,Lima,X4 20i,24000.0,automatica_secuencial,tela,https://cde.neoauto.pe/autos_usados/360x240/691589/691589_1373726.webp,4x4,2014.0
4.0,MAZDA,4.0,gris,USD,2000.0,gasolina,42100.0,Lima,CX-3,18500.0,automatica_secuencial,cuero,https://cde.neoauto.pe/autos_usados/360x240/739545/739545_5461927.webp,otros,2020.0
6.0,TOYOTA,,plata,USD,2000.0,gasolina,23500.0,Lima,RAV4,24500.0,automatica_secuencial,tela,https://cde.neoauto.pe/autos_usados/360x240/545962/545962_6233179.webp,4x2,2018.0
11.0,SUBARU,4.0,gris,USD,2000.0,gasolina,93500.0,Lima,XV,11990.0,automatica_secuencial,tela,https://cde.neoauto.pe/autos_usados/360x240/740462/740462_5781627.webp,otros,2013.0
6.0,CHEVROLET,6.0,rojo,USD,3600.0,gasolina,26500.0,Lima,TRAVERSE,31000.0,automatica,tela,https://cde.neoauto.pe/autos_usados/360x240/163093/163093_8561510.webp,otros,2018.0
1.0,FORD,10.0,otros,USD,3200.0,diesel,16500.0,Lima,RANGER,34000.0,mecanica,cuero,https://cde.neoauto.pe/autos_usados/360x240/741839/741839_9916234.webp,4x4,2023.0
9.0,NISSAN,,blanco,USD,2000.0,gasolina,39000.0,Lima,QASHQAI,18000.0,mecanica,tela,https://cde.neoauto.pe/autos_usados/360x240/740194/740194_4003622.webp,4x2,2015.0
6.0,HONDA,4.0,azul,USD,2400.0,gasolina,60250.0,Lima,CR-V,20500.0,automatica,tela,https://cde.neoauto.pe/autos_usados/360x240/650434/650434_4899334.webp,4x2,2018.0
0.0,TOYOTA,4.0,plata,USD,1300.0,gas_glp,10219.0,Lima,YARIS,18200.0,automatica_secuencial,tela,https://cde.neoauto.pe/autos_usados/360x240/650434/650434_3298872.webp,4x2,2024.0
1.0,KIA,4.0,gris,USD,1400.0,gas_glp,12102.0,Lima,RIO,15200.0,mecanica,tela,https://cde.neoauto.pe/autos_usados/360x240/650434/650434_4487445.webp,4x2,2023.0
1.0,SUZUKI,4.0,negro,USD,1500.0,gasolina,7476.0,Lima,JIMNY,19000.0,automatica,tela,https://cde.neoauto.pe/autos_usados/360x240/650434/650434_2611135.webp,4x4,2023.0
2.0,TOYOTA,4.0,plata,USD,1500.0,gasolina,32245.0,Lima,RUSH,18600.0,mecanica,tela,https://cde.neoauto.pe/autos_usados/360x240/650434/650434_2729550.webp,4x2,2022.0
1.0,HYUNDAI,4.0,blanco,USD,1000.0,gas_glp,15341.0,Lima,ATOS,9500.0,mecanica,tela,https://cde.neoauto.pe/autos_usados/360x240/650434/650434_3442816.webp,4x2,2023.0
0.0,TOYOTA,4.0,plata,USD,1500.0,gasolina,3599.0,Lima,RUSH,22900.0,automatica,tela,https://cde.neoauto.pe/autos_usados/360x240/650434/650434_8046077.webp,4x2,2024.0
2.0,HYUNDAI,,blanco,USD,2000.0,gasolina,16000.0,Lima,TUCSON,29500.0,automatica,tela,https://cde.neoauto.pe/autos_usados/360x240/734431/734431_3724341.webp,4x2,2022.0
1.0,RENAULT,,gris,USD,1600.0,dual,27000.0,Lima,CAPTUR,16500.0,mecanica,tela,https://cde.neoauto.pe/autos_usados/360x240/734431/734431_8125640.webp,4x2,2023.0
7.0,BMW,,otros,USD,2000.0,gasolina,52700.0,Lima,320i,19500.0,automatica,tela,https://cde.neoauto.pe/autos_usados/360x240/734431/734431_6752520.webp,4x2,2017.0
0.0,TOYOTA,4.0,plata,USD,1300.0,gas_gnv,10908.0,Lima,YARIS,18200.0,automatica_secuencial,tela,https://cde.neoauto.pe/autos_usados/360x240/650434/650434_7436200.webp,4x2,2024.0
1.0,KIA,,negro,USD,2500.0,dual,20000.0,Lima,SORENTO,31000.0,automatica,tela,https://cde.neoauto.pe/autos_usados/360x240/734431/734431_4970316.webp,4x2,2023.0
1.0,VOLKSWAGEN,,rojo,USD,1000.0,gasolina,12850.0,Lima,NIVUS,22000.0,automatica,tela,https://cde.neoauto.pe/autos_usados/360x240/734432/734432_5257104.webp,4x2,2023.0
1.0,DFSK,,rojo,USD,1500.0,dual,5500.0,Lima,GLORY iX5,17500.0,automatica,tela,https://cde.neoauto.pe/autos_usados/360x240/734432/734432_9954911.webp,4x2,2023.0
2.0,DFSK,4.0,blanco,USD,1500.0,gasolina,11800.0,Lima,GLORY 580,18000.0,automatica_secuencial,tela,https://cde.neoauto.pe/autos_usados/360x240/734432/734432_2592838.webp,4x2,2022.0
3.0,BMW,3.0,rojo,USD,1500.0,gasolina,36500.0,Lima,118i,27000.0,automatica_secuencial,cuero,https://cde.neoauto.pe/autos_usados/360x240/734432/734432_1393005.webp,4x2,2021.0
1.0,DFSK,,rojo,USD,1500.0,gasolina,12500.0,Lima,GLORY iX5,17000.0,automatica,tela,https://cde.neoauto.pe/autos_usados/360x240/734431/734431_4245175.webp,4x2,2023.0
1.0,DFSK,,rojo,USD,1500.0,gasolina,13300.0,Lima,GLORY iX5,17000.0,automatica,tela,https://cde.neoauto.pe/autos_usados/360x240/734431/734431_7874503.webp,4x2,2023.0
1.0,DFSK,,rojo,USD,1500.0,gasolina,12400.0,Lima,GLORY 500,14000.0,automatica,tela,https://cde.neoauto.pe/autos_usados/360x240/734431/734431_2937508.webp,4x2,2023.0
1.0,DFSK,4.0,negro,USD,1500.0,gasolina,3900.0,Lima,GLORY 580,18000.0,automatica,tela,https://cde.neoauto.pe/autos_usados/360x240/734431/734431_8912822.webp,4x2,2023.0
0.0,CITROEN,4.0,blanco,USD,1600.0,gasolina,420.0,Lima,C4 Cactus,21500.0,automatica,tela,https://cde.neoauto.pe/autos_usados/360x240/734431/734431_8845110.webp,4x2,2024.0
5.0,SUBARU,4.0,gris,USD,1600.0,gasolina,64300.0,Lima,IMPREZA,15000.0,automatica,tela,https://cde.neoauto.pe/autos_usados/360x240/734431/734431_2539858.webp,otros,2019.0
1.0,HYUNDAI,4.0,azul,USD,2000.0,gasolina,10900.0,Lima,TUCSON,28500.0,automatica_secuencial,tela,https://cde.neoauto.pe/autos_usados/360x240/734431/734431_9852096.webp,4x2,2023.0
1.0,CITROEN,4.0,gris,USD,1600.0,gasolina,,Lima,C-3,14000.0,mecanica,tela,https://cde.neoauto.pe/autos_usados/360x240/734431/734431_1633990.webp,4x2,2023.0
1.0,DFSK,4.0,azul,USD,1500.0,gas_gnv,24150.0,Lima,GLORY 500,13500.0,mecanica,tela,https://cde.neoauto.pe/autos_usados/360x240/734431/734431_7770141.webp,delantera,2023.0
1.0,SUBARU,4.0,blanco,USD,2400.0,gasolina,350.0,Lima,EVOLTIS,54500.0,automatica_secuencial,tela,https://cde.neoauto.pe/autos_usados/360x240/734431/734431_3344694.webp,otros,2023.0
1.0,DFSK,4.0,blanco,USD,1500.0,gasolina,30.0,Lima,C31,8500.0,mecanica,tela,https://cde.neoauto.pe/autos_usados/360x240/734431/734431_9861243.webp,4x2,2023.0
6.0,JEEP,4.0,otros,USD,2360.0,gasolina,35000.0,Lima,COMPASS,17900.0,automatica,cuero,https://cde.neoauto.pe/autos_usados/360x240/403017/403017_8605423.webp,4x4,2018.0
2.0,SUBARU,4.0,plata,USD,2400.0,gasolina,9836.0,Lima,WRX,37400.0,automatica_secuencial,tela,https://cde.neoauto.pe/autos_usados/360x240/734432/734432_7354517.webp,4x4,2022.0
6.0,MERCEDES BENZ,4.0,marron,USD,1600.0,gasolina,22500.0,Lima,GLA 200,25500.0,automatica,cuero,https://cde.neoauto.pe/autos_usados/360x240/470963/470963_4718699.webp,4x2,2018.0
1.0,SUBARU,4.0,otros,USD,,gasolina,12300.0,Lima,FORESTER,37500.0,automatica,tela,https://cde.neoauto.pe/autos_usados/360x240/734432/734432_3794305.webp,otros,2023.0
1.0,DFSK,,blanco,USD,1500.0,gasolina,30.0,Lima,C31,8500.0,mecanica,tela,https://cde.neoauto.pe/autos_usados/360x240/734431/734431_6813540.webp,4x2,2023.0
3.0,MERCEDES BENZ,4.0,gris,USD,1300.0,gasolina,48200.0,Lima,GLB 200,34900.0,automatica,cuero,https://cde.neoauto.pe/autos_usados/360x240/470963/470963_6247698.webp,4x2,2021.0
1.0,JEEP,4.0,plata,USD,1300.0,gasolina,4500.0,Lima,COMMANDER,41200.0,automatica,tela,https://cde.neoauto.pe/autos_usados/360x240/470963/470963_9503535.webp,4x2,2023.0
1.0,FIAT,4.0,rojo,USD,1300.0,gasolina,1900.0,Lima,PULSE,15500.0,mecanica,tela,https://cde.neoauto.pe/autos_usados/360x240/470963/470963_5732084.webp,4x2,2023.0
5.0,MERCEDES BENZ,4.0,blanco,USD,2000.0,gasolina,38500.0,Lima,GLC 250 4MATIC,35900.0,automatica,cuero,https://cde.neoauto.pe/autos_usados/360x240/470963/470963_3278338.webp,4x4,2019.0
1.0,FIAT,3.0,rojo,USD,1000.0,gasolina,14000.0,Lima,PULSE,18500.0,automatica,tela,https://cde.neoauto.pe/autos_usados/360x240/470963/470963_4527093.webp,4x2,2023.0
1.0,FIAT,3.0,negro,USD,1000.0,gasolina,5000.0,Lima,PULSE,18700.0,automatica,tela,https://cde.neoauto.pe/autos_usados/360x240/470963/470963_6789857.webp,4x2,2023.0
3.0,MERCEDES BENZ,4.0,gris,USD,1300.0,gasolina,37300.0,Lima,A200,26700.0,automatica,cuero,https://cde.neoauto.pe/autos_usados/360x240/470963/470963_6649477.webp,4x2,2021.0
2.0,MERCEDES BENZ,6.0,gris,USD,3000.0,gasolina,10900.0,Lima,AMG GLE53 COUPE,117000.0,automatica,tela,https://cde.neoauto.pe/autos_usados/360x240/470963/470963_8438529.webp,4x4,2022.0
2.0,DFSK,4.0,rojo,USD,1500.0,gasolina,13500.0,Lima,GLORY iX5,17500.0,automatica_secuencial,tela,https://cde.neoauto.pe/autos_usados/360x240/734431/734431_8987358.webp,4x2,2022.0
0.0,RAM,4.0,gris,USD,1700.0,gasolina,8200.0,Lima,1000,23500.0,automatica,cuero,https://cde.neoauto.pe/autos_usados/360x240/470963/470963_6026788.webp,4x2,2024.0
4.0,TOYOTA,4.0,negro,USD,1800.0,otros,14900.0,Lima,PRIUS,18900.0,automatica,cuero,https://cde.neoauto.pe/autos_usados/360x240/470963/470963_8052195.webp,4x2,2020.0
1.0,MERCEDES BENZ,5.0,gris,USD,3000.0,otros,22500.0,Lima,GLE 53 AMG,107900.0,automatica,tela,https://cde.neoauto.pe/autos_usados/360x240/470963/470963_9701528.webp,4x4,2023.0
6.0,MERCEDES BENZ,4.0,azul,USD,2000.0,gasolina,55000.0,Lima,GLC 250 4MATIC,31900.0,automatica,cuero,https://cde.neoauto.pe/autos_usados/360x240/470963/470963_4724381.webp,4x4,2018.0
1.0,RAM,4.0,rojo,USD,1300.0,gasolina,900.0,Lima,700,16300.0,mecanica,tela,https://cde.neoauto.pe/autos_usados/360x240/470963/470963_5290177.webp,4x2,2023.0
7.0,VOLVO,4.0,gris,USD,2000.0,gasolina,58500.0,Lima,XC-90,36200.0,automatica,tela,https://cde.neoauto.pe/autos_usados/360x240/470963/470963_5692859.webp,4x4,2017.0
1.0,RAM,4.0,plata,USD,1700.0,gasolina,12240.0,Lima,1000,22500.0,automatica,cuero,https://cde.neoauto.pe/autos_usados/360x240/470963/470963_3180358.webp,4x2,2023.0
5.0,JEEP,4.0,gris,USD,2400.0,gasolina,57500.0,Lima,COMPASS,19900.0,automatica,cuero,https://cde.neoauto.pe/autos_usados/360x240/470963/470963_5956293.webp,4x2,2019.0
3.0,RAM,8.0,negro,USD,5700.0,gasolina,36000.0,Lima,1500,49500.0,automatica,tela,https://cde.neoauto.pe/autos_usados/360x240/470963/470963_4864933.webp,4x4,2021.0
6.0,TOYOTA,4.0,gris,USD,2800.0,gasolina,146000.0,Lima,HILUX,24800.0,mecanica,tela,https://cde.neoauto.pe/autos_usados/360x240/679803/679803_9173368.webp,4x4,2018.0
7.0,BMW,3.0,negro,USD,1500.0,gasolina,74500.0,Lima,318i,16500.0,automatica,cuero,https://cde.neoauto.pe/autos_usados/360x240/470963/470963_4929000.webp,4x2,2017.0
2.0,MERCEDES BENZ,4.0,plata,USD,2000.0,gasolina,6000.0,Lima,E-200,50500.0,automatica,cuero,https://cde.neoauto.pe/autos_usados/360x240/470963/470963_9677190.webp,4x2,2022.0
5.0,VOLKSWAGEN,4.0,gris,USD,1600.0,gasolina,30400.0,Lima,GOL,11100.0,automatica,tela,https://cde.neoauto.pe/autos_usados/360x240/470963/470963_4715605.webp,4x2,2019.0
7.0,DODGE,4.0,otros,USD,2400.0,gasolina,72000.0,Lima,JOURNEY,15500.0,automatica,cuero,https://cde.neoauto.pe/autos_usados/360x240/470963/470963_3611554.webp,4x2,2017.0
4.0,RAM,8.0,rojo,USD,5700.0,gasolina,35000.0,Lima,1500,45500.0,automatica,tela,https://cde.neoauto.pe/autos_usados/360x240/470963/470963_8215335.webp,4x4,2020.0
7.0,AUDI,4.0,blanco,USD,,gasolina,58000.0,Lima,A6,19990.0,automatica_secuencial,cuero,https://cde.neoauto.pe/autos_usados/360x240/293538/293538_6207959.webp,otros,2017.0
10.0,JEEP,6.0,otros,USD,3600.0,gasolina,130000.0,Lima,GRAND CHEROKEE LIMITED,18900.0,automatica_secuencial,tela,https://cde.neoauto.pe/autos_usados/360x240/740445/740445_5307843.webp,4x4,2014.0
7.0,GREAT WALL,4.0,otros,USD,2000.0,dual,115000.0,Lima,HAVAL H3,11500.0,mecanica,cuero,https://cde.neoauto.pe/autos_usados/360x240/741773/741773_9912015.webp,otros,2017.0
9.0,HONDA,6.0,rojo,USD,3500.0,gasolina,,Lima,ODYSSEY,20300.0,automatica,tela,https://cde.neoauto.pe/autos_usados/360x240/423129/423129_8874395.webp,otros,2015.0
4.0,SUBARU,4.0,negro,USD,2500.0,gasolina,38000.0,Lima,ALL NEW FORESTER,27900.0,automatica,tela,https://cde.neoauto.pe/autos_usados/360x240/344171/344171_2675581.webp,otros,2020.0
11.0,TOYOTA,6.0,negro,USD,3956.0,gasolina,178000.0,Lima,LAND CRUISER PRADO,21500.0,automatica,tela,https://cde.neoauto.pe/autos_usados/360x240/741850/741850_7055601.webp,premium,2013.0
4.0,AUDI,4.0,azul,USD,1400.0,gasolina,51000.0,Lima,Q3,34900.0,automatica_secuencial,cuero,https://cde.neoauto.pe/autos_usados/360x240/671842/671842_4274083.webp,delantera,2020.0
5.0,HONDA,,plata,USD,3400.0,gasolina,54655.0,Lima,PILOT,27500.0,automatica,tela,https://cde.neoauto.pe/autos_usados/360x240/650434/650434_9797618.webp,4x2,2019.0
3.0,TOYOTA,4.0,blanco,USD,2800.0,diesel,25008.0,Lima,HILUX,38200.0,mecanica,tela,https://cde.neoauto.pe/autos_usados/360x240/650434/650434_4974089.webp,4x4,2021.0
2.0,TOYOTA,4.0,plata,USD,2000.0,gasolina,21518.0,Lima,COROLLA,19990.0,automatica_secuencial,tela,https://cde.neoauto.pe/autos_usados/360x240/650434/650434_1084942.webp,4x2,2022.0
2.0,TOYOTA,4.0,gris,USD,2000.0,gasolina,16187.0,Lima,COROLLA,20990.0,automatica_secuencial,tela,https://cde.neoauto.pe/autos_usados/360x240/650434/650434_5608054.webp,4x2,2022.0
1.0,FIAT,4.0,plata,USD,1000.0,gasolina,15404.0,Lima,PULSE,16900.0,automatica_secuencial,tela,https://cde.neoauto.pe/autos_usados/360x240/650434/650434_1739619.webp,4x2,2023.0
0.0,TOYOTA,4.0,rojo,USD,1200.0,gasolina,671.0,Lima,RAIZE,18200.0,automatica_secuencial,tela,https://cde.neoauto.pe/autos_usados/360x240/650434/650434_6308704.webp,4x2,2024.0
5.0,KIA,,plata,USD,2000.0,gasolina,70785.0,Lima,SPORTAGE,19500.0,automatica,tela,https://cde.neoauto.pe/autos_usados/360x240/650434/650434_7595843.webp,4x2,2019.0
0.0,TOYOTA,3.0,blanco,USD,1000.0,gasolina,11455.0,Lima,AGYA,12990.0,automatica,tela,https://cde.neoauto.pe/autos_usados/360x240/650434/650434_4620420.webp,4x2,2024.0
3.0,KIA,,plata,USD,1400.0,gas_glp,67683.0,Lima,RIO,12500.0,mecanica,tela,https://cde.neoauto.pe/autos_usados/360x240/650434/650434_5239361.webp,4x2,2021.0
3.0,TOYOTA,4.0,otros,USD,1500.0,otros,29230.0,Lima,PRIUS,18200.0,automatica_secuencial,tela,https://cde.neoauto.pe/autos_usados/360x240/650434/650434_5166579.webp,4x2,2021.0
3.0,TOYOTA,4.0,gris,USD,2700.0,gasolina,40404.0,Lima,FORTUNER,32600.0,automatica,tela,https://cde.neoauto.pe/autos_usados/360x240/650434/650434_3041167.webp,4x2,2021.0
7.0,TOYOTA,4.0,blanco,USD,2000.0,gasolina,77576.0,Lima,RAV4,18900.0,mecanica,tela,https://cde.neoauto.pe/autos_usados/360x240/650434/650434_2273760.webp,4x2,2017.0
1.0,TOYOTA,4.0,otros,USD,1500.0,gasolina,3013.0,Lima,AVANZA,20100.0,automatica_secuencial,tela,https://cde.neoauto.pe/autos_usados/360x240/650434/650434_5580482.webp,4x2,2023.0
0.0,TOYOTA,4.0,otros,USD,1300.0,gasolina,54.0,Lima,YARIS,17300.0,automatica_secuencial,tela,https://cde.neoauto.pe/autos_usados/360x240/650434/650434_6881421.webp,otros,2024.0
2.0,TOYOTA,,negro,USD,2500.0,otros,30000.0,Lima,RAV4,34990.0,automatica_secuencial,tela,https://cde.neoauto.pe/autos_usados/360x240/650434/650434_4853481.webp,4x2,2022.0
0.0,TOYOTA,4.0,otros,USD,1300.0,gasolina,35.0,Lima,YARIS,17300.0,automatica_secuencial,tela,https://cde.neoauto.pe/autos_usados/360x240/650434/650434_9123666.webp,otros,2024.0
6.0,TOYOTA,4.0,blanco,USD,2700.0,gasolina,51551.0,Lima,FORTUNER,30000.0,mecanica,tela,https://cde.neoauto.pe/autos_usados/360x240/650434/650434_8290050.webp,4x2,2018.0
5.0,VOLKSWAGEN,4.0,rojo,USD,1600.0,gas_glp,74254.0,Lima,CROSSFOX,9400.0,mecanica,tela,https://cde.neoauto.pe/autos_usados/360x240/650434/650434_7736817.webp,4x2,2019.0
2.0,TOYOTA,4.0,rojo,USD,2000.0,gasolina,16587.0,Lima,COROLLA,20300.0,automatica_secuencial,tela,https://cde.neoauto.pe/autos_usados/360x240/650434/650434_6122807.webp,4x2,2022.0
0.0,TOYOTA,4.0,blanco,USD,1200.0,gasolina,174.0,Lima,AGYA,14100.0,automatica_secuencial,tela,https://cde.neoauto.pe/autos_usados/360x240/650434/650434_8904571.webp,4x2,2024.0
0.0,TOYOTA,4.0,blanco,USD,2800.0,diesel,9960.0,Lima,HIACE,37000.0,mecanica,tela,https://cde.neoauto.pe/autos_usados/360x240/692838/692838_3020186.webp,4x2,2024.0
5.0,BMW,6.0,azul,USD,2979.0,gasolina,32919.0,Lima,M4 CABRIO,59991.0,automatica,tela,https://cde.neoauto.pe/autos_usados/360x240/208604/208604_1537958.webp,posterior,2019.0
1.0,TOYOTA,4.0,plata,USD,1500.0,gas_gnv,8007.0,Lima,ETIOS,13000.0,mecanica,tela,https://cde.neoauto.pe/autos_usados/360x240/650434/650434_3326371.webp,4x2,2023.0
6.0,MAZDA,4.0,gris,USD,2500.0,gasolina,83000.0,Lima,CX-5,21900.0,automatica_secuencial,tela,https://cde.neoauto.pe/autos_usados/360x240/732704/732704_4077579.webp,otros,2018.0
1.0,TOYOTA,,rojo,USD,1800.0,otros,11002.0,Lima,COROLLA CROSS,27500.0,automatica_secuencial,tela,https://cde.neoauto.pe/autos_usados/360x240/650434/650434_9886654.webp,4x2,2023.0
1.0,TOYOTA,4.0,plata,USD,2700.0,gasolina,9213.0,Lima,FORTUNER,42000.0,automatica,tela,https://cde.neoauto.pe/autos_usados/360x240/692838/692838_7581295.webp,4x2,2023.0
2.0,TOYOTA,4.0,negro,USD,1500.0,gasolina,28668.0,Provincias,RUSH,22000.0,mecanica,tela,https://cde.neoauto.pe/autos_usados/360x240/692838/692838_6520365.webp,4x2,2022.0
7.0,MERCEDES BENZ,6.0,azul,USD,3498.0,gasolina,45097.0,Lima,CLS 400,36994.0,automatica,tela,https://cde.neoauto.pe/autos_usados/360x240/208604/208604_6490946.webp,otros,2017.0
5.0,BMW,6.0,blanco,USD,3004.0,gasolina,24842.0,Lima,X6 35i,59991.0,automatica,tela,https://cde.neoauto.pe/autos_usados/360x240/208604/208604_6232771.webp,posterior,2019.0
2.0,NISSAN,4.0,rojo,USD,1500.0,gasolina,9654.0,Lima,721,16500.0,mecanica,cuero,https://cde.neoauto.pe/autos_usados/360x240/614324/614324_9074435.webp,4x2,2022.0
3.0,BMW,8.0,negro,USD,4395.0,gasolina,6670.0,Lima,X6 M,137991.0,automatica,tela,https://cde.neoauto.pe/autos_usados/360x240/208604/208604_5817725.webp,posterior,2021.0
2.0,BMW,,negro,USD,,electrico,3727.0,Lima,IX,95991.0,automatica,tela,https://cde.neoauto.pe/autos_usados/360x240/208604/208604_5211773.webp,otros,2022.0
2.0,MINI,4.0,azul,USD,1998.0,gasolina,21426.0,Lima,HATCH COOPER S,30991.0,automatica,tela,https://cde.neoauto.pe/autos_usados/360x240/208604/208604_8099864.webp,delantera,2022.0
1.0,BMW,4.0,negro,USD,1998.0,,820.0,Lima,530E,65991.0,automatica,tela,https://cde.neoauto.pe/autos_usados/360x240/208604/208604_9052833.webp,posterior,2023.0
1.0,MINI,,negro,USD,,electrico,905.0,Lima,HATCH 3DR,32991.0,automatica,tela,https://cde.neoauto.pe/autos_usados/360x240/208604/208604_1520205.webp,otros,2023.0
3.0,BMW,6.0,azul,USD,2998.0,gasolina,8700.0,Lima,X3,70991.0,automatica,tela,https://cde.neoauto.pe/autos_usados/360x240/208604/208604_7142568.webp,posterior,2021.0
3.0,BMW,6.0,negro,USD,2998.0,gasolina,34015.0,Lima,M340i XDRIVE,54991.0,automatica,tela,https://cde.neoauto.pe/autos_usados/360x240/208604/208604_2426000.webp,posterior,2021.0
1.0,BMW,4.0,blanco,USD,1998.0,,1323.0,Lima,530E,65991.0,automatica,tela,https://cde.neoauto.pe/autos_usados/360x240/208604/208604_4666164.webp,posterior,2023.0
1.0,BMW,4.0,azul,USD,1998.0,gasolina,8031.0,Lima,M135i,49991.0,automatica,tela,https://cde.neoauto.pe/autos_usados/360x240/208604/208604_4285751.webp,delantera,2023.0
2.0,BMW,4.0,azul,USD,1998.0,gasolina,24664.0,Lima,530i,48991.0,automatica,tela,https://cde.neoauto.pe/autos_usados/360x240/208604/208604_5657615.webp,posterior,2022.0
